,0,1,10,11,2,3,36278,4,48623,48624,48625,48626,48627,48628,48629,48630,48631,48632,48633,48634,48636,48637,49604,49934,5,51537,51728,52023,6,65562,66048,69893,7,70568,70582,70583,70584,70585,70587,70589,70590,70591,70592,70593,70594,70595,70596,70597,70598,70599,70601,70602,70604,70605,70606,70607,70608,70609,70610,70611,70612,70613,70614,70615,70616,70617,70618,70619,70620,70621,70622,8,9
0,-3.7055428947496694e-08,-4.00696080760099e-08,-1.5062141756061465e-08,-2.059698545053834e-08,4.89001195091987e-09,4.649336915463209e-09,5.009326287108706e-13,1.026743120746687e-06,3.572495188564062e-09,-5.238689482212067e-10,0.0,-1.4847501006443053e-10,-1.3387762010097504e-09,-1.928128767758608e-09,-6.511982064694166e-10,0.0,-6.257323548197746e-10,-6.111804395914078e-10,1.4988472685217857e-09,4.18367562815547e-11,3.609784471336752e-09,1.0947741140751501e-05,0.00044072644806725236,0.0004388696583816909,3.6807250580750406e-09,0.00043888149046722447,0.00043944268869111625,1.201666136041446e-08,3.334798748255707e-08,-1.3657477926365402e-14,9.594858241257498e-09,-6.559730536537245e-11,-2.64162736129947e-08,5.22525118499856e-06,4.1736880120879505e-06,0.0004395371161977383,0.0004407420882443212,0.00039426905816266657,0.0004407494979221829,0.0004402083557697367,0.000440513795240348,0.00044092061023093265,0.00044079005101415073,0.00039212245399333767,0.00043996946647008404,0.00044020472127205426,0.0004238168782458103,0.0004240919071859992,0.00044055274253596444,0.00042553581072207703,0.0003920146967857363,0.0004400372906151317,0.00044016890908064876,-2.1603378808077167e-14,-3.531376580045986e-14,0.0,-5.264755645328911e-14,-2.880291491424991e-14,-8.449924787656826e-14,-1.9312568082501674e-06,-1.6165888072627865e-14,-1.0658141036401503e-14,-1.1756741413737615e-13,-3.66872331125645e-14,2.2702509738792287e-07,3.350064098128769e-06,2.0990154059319366e-16,2.842170943040401e-14,3.1036506698001176e-10,0.0006332713936724019,0.0007944729306221155,-4.3829459173139185e-08,3.949935489799827e-09
1,2.9181933314248454e-08,2.879460225813091e-09,3.217155608581379e-08,3.1066065275808796e-09,-3.0288447305792943e-09,-2.5509962142677978e-08,2.4158453015843406e-13,9.8086275102105e-07,1.928128767758608e-09,1.1641532182693481e-09,-1.3642420526593924e-12,3.4924596548080444e-10,2.473825588822365e-10,-1.3606040738523006e-09,-7.648850441910326e-10,0.0,2.750311978161335e-09,1.5861587598919868e-09,1.862645149230957e-09,5.270095471132663e-11,3.613422450143844e-09,1.0944917176301198e-05,0.00044081592950817594,0.00043890996239781543,1.007265382213518e-09,0.0004388406932491762,0.00043943001441348883,1.0689750307157908e-08,3.3337528293486685e-08,2.5435382966509934e-15,9.126808198089975e-09,5.621245691145305e-10,1.7148522601928562e-08,5.181049254224983e-06,4.1806644048847375e-06,0.0004395624567906202,0.00044075142269465323,0.0003942618695926374,0.00044076933759766915,0.00044024506609810195,0.0004405186970984445,0.00044073372669117816,0.0004408029673766663,0.0003921161022297781,0.00044000945440827305,0.00044024244466519397,0.00042393182092193525,0.00042406848477177274,0.00044047180801905575,0.0004255781922728255,0.00039198712511279155,0.00044008176074237983,0.0004401302183000416,-5.9527036078144135e-15,-2.1740421962679335e-14,0.0,2.084703937255128e-15,-7.887787645266542e-15,8.014075514317653e-14,-3.587313682860277e-07,-3.586584154668948e-14,2.1316282072803006e-14,-9.727461891539946e-15,8.601192674762004e-15,9.668530651651963e-07,-1.3576889108080081e-05,-1.986258379993444e-16,-5.684341886080802e-14,2.6284396881237626e-10,0.0006333067485371838,0.0007947528482736342,-2.7901478460989892e-08,-2.5433109840378165e-08
2,-1.8126002032659017e-08,-2.7529495127964765e-08,-3.8282450987026095e-08,4.254229679645505e-08,3.953573468606919e-09,-1.5338628145400435e-09,2.2026824808563106e-13,9.74338036030531e-07,3.017703420482576e-09,-5.820766091346741e-10,1.3642420526593924e-12,-2.7057467377744615e-10,2.6193447411060333e-10,2.6266206987202168e-09,-1.418811734765768e-10,0.0,1.331500243395567e-09,1.8189894035458565e-09,9.167706593871117e-10,9.822542779147625e-11,3.610693966038525e-09,1.0947801062652276e-05,0.00044113929164701915,0.00043913589452415636,-4.694356903200969e-09,0.00043911867388146675,0.00043971781673235455,4.3072873046057225e-10,3.3332753446302377e-08,1.1726730697603216e-15,9.069708539755084e-09,-4.2592773752403446e-10,-1.7236743588000536e-08,5.112473968478222e-06,4.176896879926062e-06,0.0004398778804854866,0.0004410532581064393,0.0003944893785397391,0.00044108187643832845,0.0004405647145940407,0.00044081191626727965,0.0004411164356952213,0.0004411137302013394,0.00039235014947713864,0.0004403171988331179,0.00044054225839282833,0.0004240923910795811,0.00042458242370511977,0.00044072984595514746,0.0004258844665035741,0.0003921762545360252,0.00044039218192271556,0.00042378184993731066,-2.3183278213823044e-14,1.3742479376688266e-14,1.7763568394002505e-15,-3.671932549687007e-14,2.4711135915289617e-15,2.5871232239849107e-14,-6.470887534137937e-09,5.043708506402567e-16,1.0658141036401503e-14,-3.775018492246929e-14,3.084338340286763e-15,3.446326957146084e-08,6.869800344588839e-06,-3.178880769727499e-16,0.0,-2.0600054995156825e-10,0.0006332357827174982,0.0007947496256317521,3.528293746057898e-08,4.1294697439298034e-08
3,1.0988173926307354e-08,-7.647940947208554e-09,-4.08153937314637e-08,2.7862256501975935e-08,4.625348992703948e-09,-7.435119186993688e-10,2.4158453015843406e-13,9.950763342203572e-07,7.530616130679846e-10,6.984919309616089e-10,9.094947017729282e-13,-3.5288394428789616e-10,4.94765117764473e-10,-3.3051037462428212e-09,-8.130882633849978e-10,0.0,3.346940502524376e-09,1.2078089639544487e-09,-4.656612873077393e-10,-6.275513442233205e-11,3.609784471336752e-09,1.0948209373319237e-05,0.0004402854151042135,0.0004385087262619436,-8.590177458245307e-10,0.0004384521063087732,0.0004390114028893777,7.560191861433196e-09,3.3345941119478084e-08,9.691900060282421e-15,8.994447853183374e-09,-1.5791101759532467e-10,1.7857018974609673e-08,5.194552951783026e-06,4.1881157244461065e-06,0.0004391211523732969,0.00044040259547706035,0.00039401793620214877,0.0004403880293555695,0.00043987850996196533,0.00044019453380846323,0.0004406024385730234,0.00044037872646901077,0.0003918747411137957,0.0004397069686109846,0.0004399035202444475,0.0004235900216662137,0.00044036033967803645,0.0004401066967532467,0.0004252640451378243,0.00039167871875633864,0.0004397882029582357,0.00043972334974054506,1.0013691265076119e-14,3.448586902154993e-14,-1.7763568394002505e-15,-1.4206517906512062e-14,-5.94099422435157e-15,-6.155883094938197e-14,-6.196927074004349e-07,1.1583182329966135e-14,1.7763568394002505e-14,-3.4820670652413455e-14,-3.926633324047302e-14,-6.360746986899812e-07,2.0902453193413946e-07,-2.4936649967166602e-15,-2.842170943040401e-14,3.6425262806005776e-10,0.0006331949255507755,0.0007943893890547315,2.8743670554831624e-08,3.755940269911662e-08
4,2.022261469392106e-09,4.709545464720577e-08,1.181797415483743e-08,8.271058504760731e-09,7.853486749809235e-10,-6.371010385919362e-10,1.5631940186722204e-13,9.82064193522092e-07,-2.5556801119819283e-09,-2.0372681319713593e-10,-4.547473508864641e-13,2.693241185625084e-10,-4.3655745685100555e-10,-3.67435859516263e-09,-1.0743406164692715e-10,0.0,1.2660166248679161e-09,-2.444721758365631e-09,2.9103830456733704e-11,8.185452315956354e-11,3.611603460740298e-09,1.0948122205941754e-05,0.0004402538146077717,0.00043863784601683165,2.706201485125348e-09,0.0004384125355016977,0.00043893825557717037,1.9330520933946715e-08,3.3356570838805055e-08,-9.154135782729611e-15,8.95624907570891e-09,-4.1325165511807427e-10,-9.323230187874287e-09,5.162407908872874e-06,4.170264276126545e-06,0.00043906100019918716,0.0004403808013457248,0.00039401816625267254,0.0004403877582174259,0.00043982984202275456,0.0004401847975708021,0.0004406522844533356,0.00044031277187791575,0.0003918714702031423,0.0004397026979504398,0.0004398815897927672,0.00042382466234285607,0.0004402537673712237,0.00044004228819851483,0.0004251793174927412,0.0003916845898856991,0.0004397797480225089,0.000439594716664507,-5.170516792496471e-14,-4.259917071869346e-14,0.0,1.0044482606774707e-14,1.5720064139301826e-14,4.470165557157735e-14,-1.0279582083431993e-06,-6.979052752376091e-14,1.7763568394002505e-14,2.582526206773572e-14,8.360499792470222e-15,-3.163114117299415e-07,1.202416842811067e-05,-1.5890067039947553e-15,-1.8474111129762605e-13,-1.1550582712516189e-10,0.0006331859626533243,0.0007941483516101921,-1.1994416126981378e-08,4.67516656499356e-08
5,3.3769538276828825e-09,4.2769897845573723e-08,4.7783032641746104e-08,-1.9701019482454285e-08,4.333372771725408e-09,-1.6079866327345371e-09,6.750155989720952e-14,9.73841451923363e-07,-2.0227162167429924e-09,1.5133991837501526e-09,-9.094947017729282e-13,2.994511305587366e-10,8.440110832452774e-10,-9.49512468650937e-10,1.4970282791182399e-09,-1.8189894035458565e-12,1.7171259969472885e-09,-7.989001460373402e-09,1.6007106751203537e-09,6.275513442233205e-11,3.612512955442071e-09,1.0947931797752105e-05,0.00043991270305632213,0.000438120118445795,2.0509105524979532e-10,0.00043806470432627975,0.0004385537280242602,4.805271180963189e-10,3.335071596666239e-08,-3.246274776769198e-14,8.932602213462815e-09,5.464357855089474e-10,1.0483745427336544e-08,5.198736409971292e-06,4.186139506145992e-06,0.0004386803560926379,0.0004400489303619465,0.0003937696485449508,0.0004400722495903186,0.0004394641582360103,0.0004398665616854496,0.00044054094860257464,0.00043992060951253886,0.0003916232852141377,0.00043938904309451677,0.0004395490981542287,0.00044085645755842506,0.0004395652969745867,0.00043968627059005764,0.0004247518442624561,0.00039142489902133093,0.00043947450538496394,0.0004392371203916362,9.870142897439038e-15,-1.2645266778132935e-14,0.0,2.912149688061305e-13,5.943162628696541e-15,2.615659425164729e-14,4.522176947247512e-06,-3.9193041173613e-14,-1.4210854715202004e-14,-8.711347615486531e-14,-2.2442117608711953e-14,5.509814996072695e-07,-3.874355867206211e-06,-3.148523108897905e-16,1.8474111129762605e-13,-1.0788880899781361e-10,0.0006331840880766325,0.0007939607684848259,3.7987774703651667e-08,2.8589056455530226e-08
6,-1.899024937301874e-09,-2.7238456823397428e-08,1.1692463885992765e-08,-1.844080088631017e-08,2.8756232950399863e-09,1.1941665434278548e-09,5.684341886080802e-14,9.988389138015918e-07,2.801243681460619e-10,-9.89530235528946e-10,4.547473508864641e-13,3.864215614157729e-10,-3.7834979593753815e-10,-5.620677256956697e-10,-2.2259882825892419e-10,0.0,2.3283064365386963e-10,2.4010660126805305e-09,1.7025740817189217e-09,6.548361852765083e-11,3.611603460740298e-09,1.0947687574251307e-05,0.0004396393512244856,0.00043778294005392127,2.31239027925767e-09,0.000437718167404455,0.00043801019647560224,2.4943354326456557e-09,3.3341407856823935e-08,5.915840733949906e-15,8.917944605002504e-09,-4.660535068978788e-09,4.483854354475625e-08,5.10476302009082e-06,4.169486203409178e-06,0.0004383178079621973,0.0004397766087368333,0.0003935671479436305,0.00043981644252013815,0.00043910258888937544,0.00043960464211840284,0.0004400994377533607,0.00043955296616627433,0.0003914160723237359,0.00043912395358767804,0.00043926123185791376,0.00043983681254677887,0.00043944539409196404,0.00043940457479415456,0.00044048314828160073,0.0003912468460924856,0.0004392162779627987,0.00043890060603955783,-4.260133912303843e-14,3.2270193461858554e-14,0.0,-4.472451055337334e-13,-4.1750457258071805e-14,3.560953615311391e-14,1.9267301206767756e-06,-7.647918756625849e-14,7.105427357601002e-15,-1.3975062426729856e-13,1.0963452368173421e-14,7.112551562958591e-07,1.2212009299290448e-05,-1.3205582460873444e-15,4.888537491476441e-14,-1.3301360013429075e-11,0.0006331848865289529,0.0007938058913216689,3.6005985748488456e-08,3.319655661471188e-10
7,-4.557477950584143e-09,1.1997144611086696e-08,-2.7141140890307724e-08,4.3526256376935635e-08,-2.544879862398375e-09,-2.7516762202139944e-09,1.3500311979441904e-13,9.483337635174394e-07,3.268723958171904e-09,4.656612873077393e-10,4.547473508864641e-13,-3.178683982696384e-10,9.74978320300579e-10,3.510649548843503e-10,-1.6025296645238996e-09,0.0,-1.0986695997416973e-09,2.582964953035116e-09,1.1059455573558807e-09,-1.9383605831535533e-11,3.6088749766349792e-09,1.094752708005178e-05,0.00043965907292253803,0.0004377874105898627,-2.4128894438035786e-09,0.0004377370204338149,0.00043804273161640594,1.2264738141753995e-08,3.3359384588038665e-08,2.800711051964555e-15,8.903953130356967e-09,4.476817139220657e-09,-2.9129296308383346e-08,5.666241386924537e-06,4.182657448836835e-06,0.00043833179208194835,0.00043978744040855475,0.00039357811416199616,0.0004398317272685669,0.00043912131100498804,0.000439615657437551,0.0004400014687462317,0.00043957455322721087,0.00039142125798896643,0.0004391353443466274,0.0004392745357132124,0.00043986117740502095,0.00043946857956611574,0.0004394354071985294,0.0004406140623984811,0.0003912239714241039,0.00043922593941137953,0.0004389072478739736,-2.5925876029342376e-14,-1.434052529503127e-13,0.0,-3.292409747612801e-13,-2.51912206372662e-14,9.682142240730052e-14,-5.54745887811417e-06,5.483460907562687e-15,-7.105427357601002e-15,-3.0826036168107862e-15,1.3014762878515995e-14,3.478229947972457e-07,2.1745406515204842e-06,2.9607392926234155e-15,7.958043946043603e-15,1.58786761517149e-10,0.0006331922716396304,0.0007936862236827651,9.213181328959763e-10,1.5639670891687274e-08
8,1.253556547453627e-08,-2.434717316646129e-09,-3.7445715861395e-08,2.3736788534733932e-08,3.24382654071087e-09,3.0631781555712223e-09,1.2079226507921703e-13,9.407185643794946e-07,2.027263690251857e-09,-7.275957614183426e-10,0.0,3.6220626498106867e-10,-8.003553375601768e-10,-1.3624230632558465e-09,-2.2146195988170803e-10,-1.8189894035458565e-12,2.3865140974521637e-09,-5.748006515204906e-10,1.57160684466362e-09,1.2732925824820995e-11,3.609784471336752e-09,1.0955558049191485e-05,0.00043963192410956253,0.0004376728485908643,1.7357706383336335e-09,0.0004377546673595134,0.0004380683115385864,1.7059150730913686e-08,3.333786935399985e-08,4.006473972029134e-14,8.888491720426828e-09,1.8877699403674342e-10,-2.6911948225460947e-08,4.942802814128728e-06,4.168303860296874e-06,0.0004383323344461722,0.00043977806483138857,0.0003935641790705005,0.000439811088454283,0.00043912398867324573,0.0004396075057088696,0.00044008421076568993,0.00043958267746461955,0.0003914169735281803,0.0004391296115450645,0.00043927046987976255,0.0004398612846090444,0.00043957575560987783,0.00043945489479928906,0.0004407491546700726,0.0003912374638730398,0.0004392131906387239,0.0004388919119840129,1.8148677005669356e-14,-1.3812735677465326e-15,0.0,-1.4659714414611003e-14,-4.1157181829287737e-14,-1.7618458775237045e-13,-2.458992545755975e-07,-1.7449583444850703e-14,-5.3290705182007514e-14,1.4974436621240095e-13,7.634518017773928e-15,1.9753620488665614e-07,-4.934927654525302e-06,-2.0834028946481453e-15,-6.281195182034072e-14,6.139089236967266e-11,0.0006331954058867192,0.0007935641155878863,4.910816642222926e-08,-4.614412318915129e-08
