,0 AC,1 AC,10 AC,11 AC,2 AC,3 AC,4 AC,5 AC,6 AC,7 AC,8 AC,9 AC
26,6854.151113364634,5024.712115606792,8459.127267088887,10952.656713605093,3513.670552672031,4599.71071242836,16595.331083677418,3096.413451348254,31965.743241403106,23398.645164356672,6797.337823184939,9458.66009275436
27,6593.616211556913,4760.285616695421,8391.355779679638,10787.60304847183,3348.380421148967,4597.617952908717,15984.11743938833,2959.601127814107,31315.782976710707,20991.799983591354,6375.863957949625,9426.415777909844
28,6151.315220881337,4667.649443825173,8326.750715782313,10673.018872202854,3263.3578124901537,4848.266678607858,15945.708554108902,2769.5986937638418,31656.26141641172,18568.402106021025,6155.651438163777,9605.261589468864
29,6047.631298055967,4620.646741348568,8589.972248377728,10801.734379046078,3151.8460533554953,5099.510688785444,16067.304449298597,2678.2575426880194,33903.51598285935,16882.291962986426,5952.48821811187,10298.744572933898
30,6421.990304874592,4782.497898352664,9770.605728000994,11139.957383891693,3236.1472350367744,5217.959957270191,16587.355103104735,2930.541626618303,35886.81500217036,14922.163189559547,6650.5736387268535,11156.46443966837
31,6893.141438468303,4940.196883782649,10468.34423028046,11359.992120814031,3398.061520551613,5239.536516640321,17802.120643036378,3222.532111893687,37268.10164516792,14858.51972212284,7283.593318525323,11368.941175998774
32,7349.369574913603,5287.420826826436,10863.408754163911,11759.663543996352,3444.4839028130255,5352.166720142807,23199.43682915294,3468.220923581768,38072.07633919875,15708.396981449707,8038.993597395863,11400.4647748058
33,7498.70135102836,5401.835505306027,11097.566013012187,12033.80823732993,3450.1212762130313,5353.676236145453,27426.816717624635,3534.114978271303,38351.53019369019,18556.30228617099,8296.040867172822,11348.535349331722
34,7582.706737340302,5509.899060828278,11167.313561730212,12173.42840309892,3614.212719808094,5371.303565526768,25391.70856075892,3593.068822687431,38467.76749885127,19956.028828611237,8474.99731481015,11254.61551717766
35,7633.232744903721,5504.711983359632,11295.027420609033,12199.26346613143,3554.7249980971646,5373.781350092544,27031.056100067217,3567.847990942032,38661.49634078642,21411.779236709433,8401.29871403228,11155.95957090639
36,7600.325536582647,5469.953999703327,11405.358638649159,12204.93107498663,3559.2109295225,5360.308855249061,34791.12713451127,3511.0484607644144,38134.069568618,22059.10835350527,8405.866530568675,11112.084122049104
37,7479.453956735378,5421.541981838475,11531.697241978793,12242.300082543512,3522.313769099577,5363.33817288631,31338.277569980924,3499.333312367365,37535.44744703841,22477.493214702976,8372.862460199625,11124.323678442624
38,7334.168068079664,5249.811757662471,11391.813716012519,12300.085835778138,3522.029199172545,5313.916385270863,23862.439939966232,3371.1381642406827,36883.54989392666,22813.344116980406,8099.1505949652055,11092.187349506852
39,7329.73672985725,5311.892843807691,11339.520255045518,12538.172058713848,3633.601622822096,5342.671940718369,25629.819245779443,3346.6693789317997,37113.1185716198,21552.653816838116,8338.10453066079,11203.333346753168
40,7409.943564743053,5606.406387796418,11738.623167925462,12629.545880545216,3792.228943047512,5410.506544454443,25487.96414359393,3444.7236995761523,39054.76588991475,21653.651599268876,8896.556384754851,11225.18090738893
41,7661.228206845613,5720.884926595552,11679.434420883337,12452.899402141618,3983.906175643203,5406.663396795547,26185.104090079825,3681.3220467523015,40353.71777508988,22027.39721554435,8739.180687123426,11188.74923827534
42,7992.308949845212,5824.108201530327,11645.740315122737,12375.511481028494,3940.8657884057543,5437.819872228351,33319.40594694993,3794.4142965888987,39677.604116736235,23769.41594134229,8771.380796106794,11241.723595623895
43,7945.668990937351,5644.308445595174,11743.695416959932,12120.287522826979,3801.526450093163,5240.426387270332,36271.27287901134,3684.5250477356576,37865.27080043299,26638.574640560088,8402.399521756386,11134.772819166958
44,7813.3398982367125,5464.374903533317,11517.36729898504,11904.706159237196,3754.8178857319717,4987.11656315267,35834.19688400323,3593.4998251261013,36447.65999957259,26377.224559667597,8095.956828126004,10974.124595315508
45,7635.603843856625,5588.999379353164,10810.362991173426,11601.177590093004,3794.4068828352806,4816.548573505658,27087.132321448993,3512.2520638713236,37376.105474546755,25338.338301554486,7737.787989330539,10662.977409603476
46,7802.441899936972,6110.358968780863,10289.011554547242,11673.303136485021,3701.622394469473,4889.891230555085,23711.818472698193,3648.1370437110345,37653.622040618844,24287.67847946709,8186.8910314595905,10517.349269041799
47,7739.538817109296,5848.5923568978715,9638.005970017062,11471.667537777337,3651.853813001108,4786.771137290325,21672.782866474892,3488.6318286201868,36664.63630253995,26878.191127611743,7797.206253026504,10193.220437872344
48,7501.534984665304,5617.635284568107,9326.402035065525,11325.767274649485,3873.3352097553084,4791.776826775112,21729.528797284558,3493.7686765457365,36356.607443863075,25238.39873386674,7548.41107767442,10193.12888425086
49,7357.537413467691,5421.519593647681,9065.341723683428,11235.769398625005,3818.1411261464964,4750.628317282359,19837.03654516996,3426.3648719881207,35614.14165714665,23898.25520171754,7379.208907659145,10110.945794117508
