,36278 dsm,48623 CH4,48624 CH4,48626 CH4,48627 CH4,48628 CH4,48629 CH4,48631 CH4,48633 CH4,48634 CH4,48637 H2_underground,63629 central_heat_store,63959 central_heat_store,65562 central_heat_store,65753 central_heat_store,66048 rural_heat_store,69893 battery storage,70568 CH4,70582 H2_overground,70605 central_heat_store,70606 central_heat_store,70607 central_heat_store,70608 central_heat_store,70609 central_heat_store,70610 central_heat_store,70611 central_heat_store,70612 central_heat_store,70613 central_heat_store,70614 central_heat_store,70615 central_heat_store,70616 central_heat_store,70617 central_heat_store,70618 central_heat_store,70619 central_heat_store,70620 central_heat_store,70621 central_heat_store,70622 central_heat_store
0,-297.30064735969654,6206.838378064334,61323.72686940059,4042.938843519427,6138.831833393313,10979.339027687907,37562.87232783064,20917.629733651876,-6612.018774569035,5301.33496039873,-0.011599118358717408,-0.00021255016326904297,-6.532669067382812e-05,0.00022038431980320183,0.0003912115743673894,-2.967335979797871,-3270.2764705566224,-194466.30758117884,-1299.5507600617957,0.0003122639147141726,8.216740112843013e-05,0.12296316163978283,3.5565439269191756e-05,0.00024239182813978744,2.3469889317340176e-05,-0.005466461181640625,0.00028401924573895343,0.037378104784728805,1.7682000891916516e-05,9.43342788461976e-05,-39.124573707580566,-7.759033203125,5.6163700740796685e-05,-182.2832162816173,-929.454419572372,3.1186238951264045e-06,0.13088367716544536
1,-388.8651524958009,6439.220822274685,-25796.045840912033,3077.4046388259158,3122.5099683240987,8086.007153995335,-17750.66557205096,15736.371328100562,-2662.273054409772,-6475.560272660572,-0.011546251750751635,-0.0002924203872680664,-4.291534423828125e-06,0.00023137783972515535,0.0003662435092586236,-3.173290669113134,-4595.753516868688,-33833.541009411216,-1334.902023627151,0.0003238527590472273,8.674122416785224e-05,0.07506186148842797,5.035922222695888e-05,0.0002462074492433075,2.4799957403232042e-05,-0.0048675537109375,0.00029096059834010646,0.04910268192307399,1.9574592033499982e-05,0.00010092253188265232,-40.4948844909668,-12.818283081054688,5.581944845545195e-05,-189.00129603858954,-1089.739092066884,2.7875907697705316e-06,0.12868505850915168
2,-359.9638047894847,5933.609644129872,-14030.184245134704,501.779443891719,-11791.69839803758,9761.53864222765,-43229.93131731264,10021.136943131685,-8.34534901380539,842.4179356181994,-0.011533219609429768,-0.0001652240753173828,0.0001373291015625,0.00023950080760215542,0.00035123282502524944,-1974.0407502841801,-4685.9798432963435,-8399.021140113473,-1286.8553690868744,0.0003392543950431204,9.399440177215723e-05,0.061207281279162196,6.754887661131193e-05,0.00026050071704819544,2.8025007691390158e-05,-0.003620147705078125,0.0003066601074177555,0.041106760093789774,2.080910432677996e-05,0.00010719693663396868,-42.1625919342041,-19.111831665039062,5.588714151372187e-05,-195.19099283248994,-94.27767900004983,3.043735033791961e-06,-5.602764359917152
3,-366.2325481785628,5037.022618450224,-3122.6616521137767,-480.03498998936266,3400.349445496686,-127.7470497712493,214.71855074167252,-756.4919481500983,-3197.5138253755867,-6691.520838296972,-0.0115251484891985,-0.00033295154571533203,0.0002193450927734375,0.00017445913849556405,0.0002975394711306478,-2389.181765223203,-4389.6130884559825,-33720.06873840839,-1256.982019637987,0.00019369352717468757,3.515434935597028e-05,0.02859975239834167,-3.968391220965373e-06,0.0001721407761507976,7.80899620433928e-06,-0.003810882568359375,0.00018473355122949897,0.07838778109558575,7.089321640840751e-06,5.76458413243941e-05,-16.889472007751465,0.376220703125,5.517692369494398e-05,-146.72681110269093,-835.7855366040021,3.3264300114410617e-07,0.13144826101706641
4,-361.10097738296236,4853.164037182927,5645.0548286745325,51.60438566748053,-7223.793875190197,5972.736168347299,-31187.163366623223,5322.877501897514,-1902.5728038996458,4117.45063882065,-0.011518999523453699,-0.0002728700637817383,0.0002789497375488281,0.0001405458109715596,0.00023855758621138534,-2179.7662786914734,-4235.168201754452,-20362.773801513016,-1292.903489308338,0.00013184584908376706,1.3907569975657452e-05,0.06063163929945237,-7.326917317307391e-06,0.00011928387386817008,2.8955422743948134e-06,-0.003692626953125,0.00012118409511341355,0.08901698956801596,3.7454019521376836e-06,3.541857809530313e-05,-7.333107948303223,0.514129638671875,6.832607510887101e-06,-111.68522868225352,-741.7705956147984,-3.936922476910354e-07,0.12721115216441703
5,-337.56150281453085,4599.602219037712,-3032.1379793779925,684.1550278039649,5346.603947472526,-2191.3565061688423,-4863.750598616898,-1826.0773785859346,-5413.219538409263,-4311.790899146348,-0.011518787523321139,-9.5367431640625e-05,0.0002689361572265625,8.776602248516951e-05,0.0001729111448227627,-1768.447117738604,-3813.6915458302246,-13896.702459283173,-1241.1431185874217,4.2896521101454255e-05,-5.679721192031195e-06,0.1819708263757489,-9.483778474539406e-06,5.076231924761032e-05,-1.7897021411528158e-06,-0.00391387939453125,3.124281597521872e-05,0.014420926227074915,-4.135873599153683e-07,1.0233571219764315e-05,6.370085716247559,0.3431549072265625,-3.396396568433602e-05,-76.84346380564944,-45.88516230462119,-6.911513494856081e-07,0.12444948893298502
6,-236.15034705883886,4247.485726751387,-169.35867750737816,1071.589959481731,-7913.28949722345,-1099.7607873603702,-31173.149008426815,-739.1931583285332,-579.37370499596,2459.9540500917938,-0.011516742927479617,0.00018310546875,0.00011110305786132812,-0.00010266264801472857,-0.00014721500478032112,-4.696405467695513,-3504.2308501754887,61709.29450701177,-1231.6696341916158,-0.00013244552950641975,-2.0166485445116678e-05,-0.17695147585606996,-9.948457295294588e-06,-0.00010333295211317761,-5.842190391014412e-06,-0.004558563232421875,-0.00011979977439846579,-0.1707350274269288,-3.6660016222711533e-06,-2.7839087672454355e-05,0.7051239013671875,0.306060791015625,-5.6303636704058135e-05,148.44038420207994,-720.2388187581673,-1.4220745825355152e-07,0.1213663076309448
7,-202.56682647722522,3436.5724064037204,-6420.344644165598,-1540.3001534054056,5196.010140756145,-10115.782502695918,-10179.64657291025,-8867.148930042982,-3867.2274942211807,-6612.0164439426735,-0.011510807006527735,0.0002435445785522461,0.0002608299255371094,-8.315573571948676e-05,-0.0001090250817838978,-5159.820007130109,-2920.6395212337375,57900.277526155114,-1236.6196253875714,-0.00011748259185573318,-1.979940719731843e-05,-0.000697359945907472,-1.0220298883645285e-05,-8.461524206104798e-05,-5.7842848049105555e-06,-0.00434112548828125,-0.00010549754937461131,-0.10027129170025262,-6.845320008608269e-06,-2.6134858614135226e-05,37.2690372467041,0.2873992919921875,-4.0126237379922713e-05,96.44049519823704,-2.6363068274222314,-3.2202567101791146e-07,0.11981790637799694
8,-133.988662876616,1414.5444932729006,1866.2508533801883,-2563.200180646032,133.3505768601317,16606.195287048817,-20187.665060028434,96743.51349142939,-3206.812757920474,2409.3235911021475,-0.01151898642873328,0.00037109851837158203,0.0002894401550292969,-5.8800350441146065e-05,-6.744786395174174e-05,-4929.551347293336,-435.45968751981854,-82199.4984786585,-1230.7368966437898,-9.804171560734432e-05,-1.9440892842226276e-05,0.07858744495298176,-1.0802775755713867e-05,-6.176292219794988e-05,-5.906465021965346e-06,-0.003566741943359375,-8.491219980832909e-05,-0.00382079098905308,-1.1016527482254901e-05,-2.4022506494247864e-05,6.312587738037109,0.3747406005859375,-4.013303684047287e-05,59.86229052594206,341.746235890314,-6.684605144968714e-07,0.11841951180957722
9,-70.25261274138597,2360.1751318722963,4014.5795368719846,1790.9915176937357,-5279.144113201182,19138.59884469956,13704.110022477806,8814.801557339728,11055.231313534081,4539.047555539757,-0.011510140028729188,0.0003361701965332031,0.00045108795166015625,-7.233512378235218e-05,-0.00010007550799429055,-7863.391018368788,2062.5752376712626,-43441.51050404459,-1222.5028879823585,-0.00010750309817719739,-2.0963755149594476e-05,0.009718361038634882,-1.1218232676135642e-05,-7.445538902661752e-05,-6.416700226274941e-06,-0.004489898681640625,-9.361577329070059e-05,-0.04182022673103347,-1.229853211626164e-05,-2.5839422144180446e-05,11.161466598510742,0.5033416748046875,-1.9024549274604396e-05,79.35986792130029,734.4608553899452,-5.716222029050755e-07,0.11707354619830657
