,36278 dsm,69893 battery storage
0,-0.3153268925217334,0.7874073917705895
1,-0.2818407799881064,0.7929517305440823
2,-0.27217994053962535,0.7978978074126716
3,-0.2604132718484379,0.8027742281142837
4,-0.24860913247704175,0.8075622256305469
5,-0.24508938139388925,0.8124098972629887
6,-0.25207519299121894,0.81655442291035
7,-0.2727833451512462,0.8198641117899373
8,-0.28217993346102116,0.8204459081206202
9,-0.29017911157698306,0.817660982413402
10,-0.3133155698705413,0.8138008387280633
11,-0.34241888956466743,0.8108734790836326
12,-0.35882849526762095,0.808134937183199
13,-0.36458603272066537,0.805870242372912
14,-0.3593797319688676,0.8030534690904954
15,-0.3497767088117505,0.8007695996580925
16,-0.3356842215793504,0.7987547905014923
17,-0.33277333132260867,0.7969486855275704
18,-0.3529527493886745,0.794564417658204
19,-0.38975445152215377,0.7928695117687092
20,-0.41190291715897537,0.7915735781230595
21,-0.4009371840865001,0.7910872385296287
22,-0.3648572325213419,0.7910700824165736
23,-0.3293774803703449,0.7907544100614944
24,-0.29372667166747296,0.7906956398697023
25,-0.2818407799881064,0.7910360609191336
26,-0.27217994053962535,0.7920824720252329
27,-0.2604132718484379,0.7931413969300354
28,-0.24860913247704175,0.7943455311512514
29,-0.24508938139388925,0.7956304322096882
30,-0.25207519299121894,0.7968470588544522
31,-0.2727833451512462,0.7979852673447438
32,-0.28217993346102116,0.7990754122739768
33,-0.29017911157698306,0.8008061247052571
34,-0.3133155698705413,0.8006743701780583
35,-0.34241888956466743,0.7995847595392717
36,-0.35882849526762095,0.7977785268354416
37,-0.36458603272066537,0.7963025179881903
38,-0.3593797319688676,0.7946248889222931
39,-0.3497767088117505,0.7923529105239613
40,-0.3356842215793504,0.790505473366872
41,-0.33277333132260867,0.7884715964899593
42,-0.3529527493886745,0.7865053796114826
43,-0.38975445152215377,0.7852426001933499
44,-0.41190291715897537,0.7843746706998366
45,-0.4009371840865001,0.7840722711987379
46,-0.3648572325213419,0.7842130403591728
47,-0.3293774803703449,0.7846910599844699
48,-0.29372667166747296,0.7855583912441464
49,-0.31105117812992866,0.7868734419502388
