,0 solar,0 solar_rooftop,0 wind_offshore,0 wind_onshore,1 solar,1 solar_rooftop,1 wind_onshore,10 solar,10 solar_rooftop,10 wind_onshore,11 solar,11 solar_rooftop,11 wind_onshore,12 solar,12 solar_rooftop,12 wind_offshore,12 wind_onshore,13 solar,13 solar_rooftop,13 wind_onshore,14 solar,14 solar_rooftop,14 wind_offshore,14 wind_onshore,15 solar,15 solar_rooftop,15 wind_onshore,2 solar,2 solar_rooftop,2 wind_onshore,3 solar,3 solar_rooftop,3 wind_offshore,3 wind_onshore,4 solar,4 solar_rooftop,4 wind_onshore,43761 solar,43761 wind_onshore,43762 solar,43762 wind_offshore,43762 wind_onshore,43763 solar,43763 wind_onshore,43764 solar,43764 wind_onshore,43765 solar,43765 wind_offshore,43765 wind_onshore,43766 solar,43766 wind_offshore,43766 wind_onshore,43767 solar,43767 wind_offshore,43767 wind_onshore,43768 solar,43768 wind_onshore,43769 solar,43769 wind_offshore,43769 wind_onshore,43771 solar,43771 wind_offshore,43771 wind_onshore,43772 solar,43772 wind_onshore,43773 solar,43773 wind_offshore,43773 wind_onshore,43774 solar,43774 wind_offshore,43774 wind_onshore,5 solar,5 solar_rooftop,5 wind_offshore,5 wind_onshore,6 solar,6 solar_rooftop,6 wind_offshore,6 wind_onshore,7 solar,7 solar_rooftop,7 wind_onshore,70583 solar_thermal_collector,70584 solar_thermal_collector,70585 solar_thermal_collector,70587 solar_thermal_collector,70589 solar_thermal_collector,70590 solar_thermal_collector,70591 solar_thermal_collector,70592 solar_thermal_collector,70593 solar_thermal_collector,70594 solar_thermal_collector,70595 solar_thermal_collector,70596 solar_thermal_collector,70597 solar_thermal_collector,70598 solar_thermal_collector,70599 solar_thermal_collector,70601 solar_thermal_collector,8 solar,8 solar_rooftop,8 wind_offshore,8 wind_onshore,9 solar,9 solar_rooftop,9 wind_onshore
0,0.0,0.0,1.0,0.524905348338392,0.0,0.0,0.7268936668406066,0.0,0.0,0.8359146998351112,0.0,0.0,0.005994026199141975,0.0,0.0,0.9999999999999998,0.8962457259392985,0.0,0.0,0.018981051747214317,0.0,0.0,0.9999999999928186,0.8598752485186186,0.0,0.0,0.26520896892276,0.0,0.0,0.019455935328307934,0.0,0.0,1.0,0.9789763548080018,0.0,0.0,0.015482825767176892,0.0,0.06328523216430669,0.0,0.17775079818891412,0.02765406283394632,0.0,0.0,0.0,0.19710966208762665,0.0,1.0000000000000007,0.9999999999999999,0.0,0.9999999999999998,0.9999999999999997,0.0,0.047418367482549705,0.03786492533629155,0.0,0.20734492841322755,0.0,0.6279229865340802,0.2553606168862889,0.0,0.908871330117129,0.5205892822761927,0.0,0.5558633554251331,0.0,1.0,0.6663656725976709,0.0,0.8441435052928603,0.4736278064088194,0.0,0.0,1.0,0.9956422505018004,0.0,0.0,0.9999999999999494,0.6952371915087184,0.0,0.0,0.48997748270596153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2617050614600037,0.0,0.0,0.05149377243778372
1,0.0,0.0,1.0,0.597801317853139,0.0,0.0,0.781436380601776,0.0,0.0,0.8855551973014018,0.0,0.0,0.005997107856554406,0.0,0.0,0.9999999999999998,0.9266974423922983,0.0,0.0,0.02067415122758294,0.0,0.0,0.9999999999955975,0.8902685364440901,0.0,0.0,0.30922028701932813,0.0,0.0,0.022814494766179253,0.0,0.0,1.0,0.99288432238211,0.0,0.0,0.017081855902622213,0.0,0.06440416211814774,0.0,0.21736291248682107,0.03739248461157575,0.0,0.0,0.0,0.2165469873290312,0.0,1.0000000000000007,0.9999999999999999,0.0,0.9999999999999998,0.9999999999999997,0.0,0.0403908824892239,0.03349067254181468,0.0,0.21729387699973363,0.0,0.624849616200095,0.25000522244141815,0.0,0.9243135006388433,0.5741872097520999,0.0,0.5503740646898987,0.0,1.0,0.7591297242358597,0.0,0.8223647278152663,0.5114978763833788,0.0,0.0,1.0,0.997702104916268,0.0,0.0,0.9999999999999034,0.7541801615542089,0.0,0.0,0.5512598271041715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3291863279563341,0.0,0.0,0.05266980767319429
2,0.0,0.0,1.0,0.6571461811383109,0.0,0.0,0.8348484716671383,0.0,0.0,0.9105725581362576,0.0,0.0,0.004958954089487006,0.0,0.0,0.9999999999999998,0.9502361427929241,0.0,0.0,0.023281550699922368,0.0,0.0,0.9999999999952216,0.9007934216143626,0.0,0.0,0.36156240450961946,0.0,0.0,0.02577607484798532,0.0,0.0,1.0,0.9978356309753832,0.0,0.0,0.01694241130612788,0.0,0.0722486346113671,0.0,0.2587914516755575,0.050017010970760195,0.0,0.0,0.0,0.24392200258588792,0.0,1.0000000000000007,0.9999999999999999,0.0,0.9999999999999998,0.9999999999999997,0.0,0.03876230341729038,0.029160011280540493,0.0,0.24411802553449924,0.0,0.6364971592602252,0.2493171762909212,0.0,0.9327913144498587,0.5983215538879862,0.0,0.536354224162316,0.0,1.0,0.8289809606029411,0.0,0.8034564396477402,0.5549980004111604,0.0,0.0,1.0,0.9979322276414847,0.0,0.0,0.9999999999997389,0.7694808381463922,0.0,0.0,0.6042400466097717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.384816973002251,0.0,0.0,0.05918812208159111
3,0.0,0.0,1.0,0.6878653690232004,0.0,0.0,0.8950692756806299,0.0,0.0,0.9249219704743734,0.0,0.0,0.003019755779620818,0.0,0.0,0.9999999999999998,0.9720385394996455,0.0,0.0,0.029072228871626343,0.0,0.0,0.9999999999962672,0.8957947266443701,0.0,0.0,0.40602724199593376,0.0,0.0,0.0343947828434925,0.0,0.0,1.0,0.9993174937661223,0.0,0.0,0.014074177435674575,0.0,0.0772989345732826,0.0,0.32408118058107815,0.06479725711239231,0.0,0.0,0.0,0.27139626330534433,0.0,1.0000000000000007,0.9999999999999999,0.0,0.9999999999999998,0.9999999999999997,0.0,0.04171253374942855,0.027771432377665224,0.0,0.2545112565823444,0.0,0.6538127143869102,0.24402112533860756,0.0,0.9398354206271338,0.6045507919465388,0.0,0.5151596062458303,0.0,1.0,0.8931864013127128,0.0,0.82080805530237,0.58504125018252,0.0,0.0,1.0,0.9983678294205712,0.0,0.0,0.9999999999995999,0.7579467069902658,0.0,0.0,0.677143531159717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4297084222625316,0.0,0.0,0.06217781163675296
4,0.0,0.0,1.0,0.6834301661380575,0.0,0.0,0.930824439013092,0.0,0.0,0.9340069576161931,0.0,0.0,0.0029109892874446823,0.0,0.0,0.9999999999999998,0.983801528403347,0.0,0.0,0.03879749674881073,0.0,0.0,0.9999999999970108,0.8971129859670354,0.0,0.0,0.44289077124519294,0.0,0.0,0.04650774454387404,0.0,0.0,1.0,0.9997931862035712,0.0,0.0,0.02073103917043535,0.0,0.09485383231465419,0.0,0.3752840707163608,0.07992801203965269,0.0,0.0,0.0,0.30307407361651123,0.0,1.0000000000000007,0.9999999999999999,0.0,0.9999999999999998,0.9999999999999997,0.0,0.04282907229087459,0.026312587535607734,0.0,0.2692516288886528,0.0,0.6578175356800302,0.24680247537612343,0.0,0.9342991382545388,0.5846394684675428,0.0,0.48952819890139865,0.0,1.0,0.9335827737532204,0.0,0.8732234613751894,0.6033456347911265,0.0,0.0,1.0,0.9988936783130973,0.0,0.0,0.9999999999996556,0.7464425225016605,0.0,0.0,0.7276949083363861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45804569497998954,0.0,0.0,0.07972832405251086
5,0.0,0.0,0.9999999999990661,0.7245499968353916,0.0,0.0,0.9500130736464415,0.0,0.0,0.940852742712445,0.0,0.0,0.003181789515953561,0.0,0.0,0.9999999999999998,0.9887307420003886,0.0,0.0,0.047625352210537236,0.0,0.0,0.9999999999967626,0.9192840860572337,0.0,0.0,0.4941733341578834,0.0,0.0,0.05293562388481557,0.0,0.0,1.0,0.9998673781648436,0.0,0.0,0.02852970027888619,0.0,0.10577984055883148,0.0,0.39728278792238425,0.0847932791051686,0.0,0.0,0.0,0.354157592377809,0.0,1.0000000000000007,0.9999866016096878,0.0,0.9999999999999998,0.9999999999999997,0.0,0.044426785930280266,0.028127907185952355,0.0,0.27560493972099825,0.0,0.6689098944005835,0.24882730178965998,0.0,0.92206298592325,0.5786818801254113,0.0,0.4704314699174932,0.0,1.0,0.9607397848638156,0.0,0.893708735610931,0.617014523048195,0.0,0.0,1.0,0.9969918212648683,0.0,0.0,0.999999999999547,0.785752583832138,0.0,0.0,0.7731874128641414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48127101351334944,0.0,0.0,0.09373489828067613
6,0.0,0.0,0.9999999999918423,0.7604780884895133,0.0,0.0,0.963542481816427,0.0,0.0,0.932726636403029,0.0,0.0,0.004364123160633749,0.0,0.0,0.9999999999999998,0.9918806181591863,0.0,0.0,0.06910280447476595,0.0,0.0,0.9999999999874264,0.9142870650171316,0.0,0.0,0.5561044956223005,0.0,0.0,0.06252575184380427,0.0,0.0,1.0,0.9999388347580925,0.0,0.0,0.041667023939271144,0.0,0.10920986663287865,0.0,0.43252787557023264,0.09018142964373682,0.0,0.0,0.0,0.4200589847876667,0.0,1.0000000000000007,0.9998815918343463,0.0,0.9999999999999998,0.9999999999999997,0.0,0.05367573666253397,0.029874551341271236,0.0,0.27377618736388937,0.0,0.6850244019343829,0.24541045468605655,0.0,0.9208506488552229,0.5940076359282092,0.0,0.4549505469380295,0.0,1.0,0.9699869513245992,0.0,0.8925811088472501,0.6218385502476016,0.0,0.0,1.0,0.993636687044188,0.0,0.0,0.9999636363964559,0.8178747851125701,0.0,0.0,0.8040195593496756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999934539,0.5163065892545003,0.0,0.0,0.11231337279216594
7,0.0,0.0,0.9998446151062124,0.7561486083777218,0.0,0.0,0.9752407941353505,0.0,0.0,0.9067874400588795,0.0,0.0,0.006406023772447281,0.0,0.0,0.9999999999999998,0.9920639007933537,0.0,0.0,0.11093159972715218,0.0,0.0,0.9998617044735598,0.8644554751403969,0.0,0.0,0.5769423501009147,0.0,0.0,0.08924207584047854,0.0,0.0,1.0,0.9999834855718076,0.0,0.0,0.06375479301530301,0.0,0.12994707618285967,0.0,0.42163127630478037,0.10797879667356902,0.0,0.0,0.0,0.47589790576750907,0.0,1.0000000000000007,0.999315577028605,0.0,0.9999999999999998,0.9999999999999997,0.0,0.06843184088298127,0.03120396552947174,0.0,0.2513917955287989,0.0,0.6916009584898571,0.23435364406592618,0.0,0.9183172784937672,0.5922625717982397,0.0,0.4442336423561903,0.0,1.0,0.9750020917454545,0.0,0.8964115152720931,0.6230712030821066,0.0,0.0,1.0,0.9918456920714417,0.0,0.0,0.9995075172619766,0.7910077979222919,0.0,0.0,0.8184283883091739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996892302248473,0.5443267882241151,0.0,0.0,0.15092182649966712
8,0.0,0.0,0.9997181469881755,0.7243351377027242,0.0017153807037096956,0.0025995529805596883,0.9780379250094344,0.0,0.0,0.8790438882114938,0.009059299018444645,0.005028228078875617,0.010822051562513459,0.00037683107710735343,0.0003986232155471478,0.9999999999999998,0.9878269163903455,0.0016862913461865281,0.0012994010153431382,0.15774359105388294,0.0,0.0,0.999749145438227,0.8025321761058821,0.00011164920905418626,7.215982054757139e-05,0.5735734061885591,0.00020157057688050732,0.00025512767672922486,0.14022348640929716,0.0002541609126962855,0.00015779933613805548,1.0,0.999939841098639,0.027201358290030588,0.01918396989190659,0.08437134655939062,0.06152118474578927,0.14450064612625568,0.0,0.3612316785188629,0.1349710315763404,0.03354678911986954,0.0,0.02525624561534172,0.4890318237996949,0.0,1.0000000000000007,0.9973358359221617,0.0,0.9999999999999998,0.9999999999999997,0.0,0.07504879063396178,0.03049740136992049,0.0,0.2444909135971832,0.0,0.6732143491436549,0.22133349756980394,0.0,0.915341436252793,0.5471310196904349,0.0,0.4275128528227987,0.015742905048566305,1.0,0.9805070651650416,0.0,0.9109825618409236,0.6094441257529863,0.0,0.0,1.0,0.9926142877189637,0.0,0.0,0.9988393119025137,0.7103130636221466,0.001877330740278823,0.0016110192145668252,0.8222043944844443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994362939904562,0.5554234920161201,0.02001054671678918,0.014401664125819348,0.18870779910472932
9,0.003295427410357464,0.0026315938558607753,0.9995560441545028,0.6857351742818771,0.018986496087270877,0.024328039587734673,0.9790080657131062,0.02628098334970152,0.013974572276528695,0.8598280909339096,0.10253356000343367,0.06837375861142223,0.013951451287881255,0.03847943248128511,0.042347024219070044,0.9999999999999998,0.9810295884863295,0.046526905188374774,0.05123731715392386,0.1999585580118771,0.027093741715631937,0.017884577691628243,0.9997529140619488,0.7587520058754276,0.018831211592274483,0.015164640273839859,0.6008939170868188,0.05662615894635706,0.060792921440992076,0.1715162944347123,0.042937635850168,0.026501046052857618,1.0,0.9997238803428559,0.14534020251366242,0.10453853273769459,0.0939618566098132,0.20514084277438613,0.156446689461228,0.0,0.3026695800948711,0.1462025809948842,0.19815395037766032,0.0,0.09843916569271143,0.5286289434520786,0.05509687723943958,1.0000000000000007,0.9896643321505718,0.08993489423274942,0.9999999999999998,0.9999999999999997,0.04650910384069622,0.07438240301665994,0.02863642377743015,0.0,0.23949556160881239,0.0,0.6298428826339911,0.2047092899856466,0.0,0.9027471906591341,0.4777353816792416,0.0,0.4113815617977926,0.06850226531310394,1.0,0.9838106884975354,0.029257518154985066,0.9141677883276969,0.5827751616165732,0.0917645441916281,0.09323425226017532,1.0,0.9936991925668094,0.007593486362966167,0.005941513301026355,0.9988995274104605,0.6171191445813026,0.02197162754046383,0.021224786516933956,0.8304869603412101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063007529448330084,0.006136696897745771,0.9994447626230125,0.5590252986416439,0.0817027884452618,0.06206412956117456,0.2024922194944031
