,43762 coal,43763 nuclear,43764 coal,43764 lignite,43764 nuclear,43765 coal,43766 coal,43767 nuclear,43768 lignite,43769 coal,43769 nuclear,43771 nuclear,43773 coal,43773 lignite,43774 nuclear
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1601698158299401,0.10429687876079702,0.1606822405908129,0.15882303865420475,0.1083999522750813,0.16064718964288538,0.160353087788384,0.0998544543004563,0.18188743427417461,0.16260048248133438,3.8864203963689885e-07,0.10266743071617204,0.1607503937833146,0.15881230785161077,0.10490058304904255
2,0.13677692313076523,0.09546000418475713,0.13770607853969005,0.1354129468461737,0.09653710672587959,0.1372495465841489,0.13742483427905228,0.09255746788321768,0.17702153288040137,0.15397336913241555,1.6781045788400293e-07,0.09444208848884353,0.13688179689277327,0.13575136188369563,0.09289662407371267
3,0.12350744044836022,0.08952553078848019,0.12407421816465301,0.12190521467631234,0.08992106666222202,0.12301620555109015,0.12377538831937321,0.08603110925706191,0.17982118632053878,0.15297974562598834,9.360048527724262e-08,0.08850399173339316,0.12264806482702564,0.12172509243524474,0.08476266450795529
4,0.11414462831527983,0.08532865722217059,0.1134956397874876,0.1138270843001337,0.08610671183395681,0.11370029883988245,0.11462897627778787,0.08261949662850278,0.0010501519014123441,0.12507892409899565,5.8765303975001717e-08,0.08462031514733873,0.11418727029742706,0.11305841320323438,0.078722696314452
5,0.10436582455833163,0.08268890425604941,0.10446583462067484,0.10879193997428231,0.08217037661538261,0.1045211627534732,0.10451881532293816,0.0845296908452118,0.0001045457501598474,1.4518441530674592e-06,4.0643005027531476e-08,0.08222579956362315,0.1056865879908076,0.1083887856612548,0.07367327029401685
6,0.10375562320041107,0.07884264834857174,0.10396778134262719,0.10718674261099044,0.07805018259010214,0.10397363601477277,0.1038342923710492,0.10005330756734766,4.227432277912074e-05,4.698690453409846e-07,4.414475706072863e-08,0.08001689456113394,0.10511540635170306,0.10772369437317363,0.06774635993118068
7,0.10902511864521586,0.07326755208727193,0.10928688015527545,0.10741489612513495,0.07532960655341676,0.10917575995066671,0.10917143125171726,0.07766221326325556,2.6490992783204274e-05,2.390839282392313e-07,2.7270088040332275e-08,0.07258721979596339,0.10998034031430987,0.10828365515243572,0.06564107607648163
8,0.11080472562354853,0.061416879595321605,0.11103708103270539,0.10907243532461242,0.06534391394778231,0.11093622873015109,0.11102973243525756,0.059296104728503406,1.8666397893370542e-05,1.4427781721041785e-07,1.8933906207559474e-08,0.05997593688743718,0.11146751783293747,0.10952279960827449,0.06445968751820948
9,0.11111895750598937,0.04117447729044083,0.11129312817432081,0.10978816035280457,0.04305287839063001,0.11118816222359165,0.11134409785460533,0.03792355602970369,1.4278934629877369e-05,1.047884955319084e-07,1.630308593515796e-08,0.04136453373305176,0.11161400293802726,0.10990751160840014,0.06388237141107264
10,0.11076225083152276,0.033271677435470305,0.11089513675364748,0.10990031579255909,0.035434930662235686,0.11081056172070769,0.11094332048941703,0.03418681489915779,1.1851086544051768e-05,8.175286545443296e-08,1.4590027988101426e-08,0.03346726595433136,0.11125468423530012,0.1098485925782815,0.06378555323083411
11,0.11041089750060991,0.028742694695737345,0.11052560754147778,0.1097635582243922,0.031129217334630862,0.11043592444306932,0.11058366279261896,0.034527095742868344,1.1130558170927024e-05,7.310700115646562e-08,1.3476495041358468e-08,0.0286858348780784,0.11083723483681363,0.1096895791574169,0.06450801485020746
12,0.11016379171012002,0.025299846095960695,0.11031069697028735,0.109699964094857,0.02803635421060244,0.1102139329106361,0.11034350405308468,0.034946433656050976,1.1520801866462475e-05,7.52294306458705e-08,1.3028273347578824e-08,0.025021823228012812,0.11059021516882726,0.10965966632048005,0.06446679339141928
