,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,10 battery,10 pumped_hydro,11 battery,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,5 battery,6 battery,6 pumped_hydro,7 battery,7 pumped_hydro,8 battery
0,2142.931453181828,308.822796714,6720.794001344,8369.66560489,0.0618097891441,0.101887118544,0.0608463868205,318.248347771,7570.18506109,352.887502559,748.679782272,10188.769651263301,11560.3147696,0.0811352258794,52569.5391571714,10799.6399999,19690.960093129685,13358.761419615565,456.881812476
1,2142.931453181828,308.822796714,5342.956021028,8369.66560489,0.0618097891441,0.101887118544,0.0608463868205,1344.2994054837877,11024.760396784375,352.887502559,748.679782272,10188.769651263301,17427.810085317356,0.0811352258794,44807.79993737513,10799.6399999,14639.90732375937,11195.630855686402,2229.482315449431
2,2142.931453181828,308.822796714,5342.956021028,8369.66560489,612.4342454847691,1145.9400780805447,0.0608463868205,1344.2994054837877,11024.760396784375,352.887502559,748.679782272,32726.535728722483,17427.810085317356,0.0811352258794,39533.12639945945,10799.6399999,9588.854554389054,10674.820487917379,2229.482315449431
3,2142.931453181828,308.822796714,5342.956021028,8369.66560489,1224.8066811803942,2291.7782690425456,0.0608463868205,2370.350463196575,11024.760396784375,352.887502559,748.679782272,50255.165759308984,23295.30540103471,0.0811352258794,37959.42957601148,10799.6399999,9234.631510971714,10674.820487917379,4213.593008134562
4,3874.7941364926564,308.822796714,5342.956021028,8369.66560489,1837.1791168760192,3437.6164600045463,0.0608463868205,3396.401520909363,11024.760396784375,352.887502559,748.679782272,64013.95095326638,29162.800716752066,0.0811352258794,38466.63091931525,10799.6399999,11267.903395896969,10674.820487917379,6197.703700819693
5,5606.656819803485,308.822796714,5342.956021028,8369.66560489,2449.551552571644,4583.454650966547,0.0608463868205,4422.452578622151,14479.33573247875,352.887502559,748.679782272,83063.4821827292,29162.800716752066,1167.190509372895,38888.7265580153,10799.6399999,12786.888831409335,14142.386204668515,8181.814393504824
6,7338.519503114313,308.822796714,5342.956021028,8369.66560489,2449.551552571644,5646.9234740759985,2570.073350972145,4422.452578622151,14479.33573247875,352.887502559,748.679782272,114614.85142299042,29162.800716752066,2310.0838043323374,40127.71963944803,10799.6399999,17635.899490001866,17609.95192141965,8181.814393504824
7,9070.38218642514,308.822796714,5342.956021028,8369.66560489,2449.551552571644,5646.9234740759985,2570.073350972145,5448.503636334939,17933.911068173125,352.887502559,748.679782272,130913.02961059533,29162.800716752066,2310.0838043323374,39308.74113803723,10799.6399999,22484.910148594397,21077.517638170786,9241.78088248357
8,9070.38218642514,308.822796714,5342.956021028,8369.66560489,2449.551552571644,5646.9234740759985,2570.073350972145,5448.503636334939,17933.911068173125,352.887502559,748.679782272,145233.52815961422,29162.800716752066,2310.0838043323374,34393.28218434065,10799.6399999,27333.92080718693,23509.907229124703,9241.78088248357
9,9070.38218642514,308.822796714,3965.1180407119996,8369.66560489,2449.551552571644,5646.9234740759985,2570.073350972145,5448.503636334939,20479.424664305625,1662.8795547294942,748.679782272,153652.4391896943,29162.800716752066,3477.193178479353,31210.88006548532,10799.6399999,29694.0046772,24024.0,9241.78088248357
10,9070.38218642514,308.822796714,3965.1180407119996,8369.66560489,3061.923988267269,5646.9234740759985,2570.073350972145,5448.503636334939,20479.424664305625,2972.8716068999884,748.679782272,168493.88667216987,35030.29603246942,3477.193178479353,27976.318475571174,10799.6399999,29694.0046772,24024.0,9241.78088248357
11,9070.38218642514,308.822796714,3965.1180407119996,8369.66560489,3674.296423962894,5646.9234740759985,5140.085855557469,5448.503636334939,20479.424664305625,4282.863659070483,748.679782272,194190.59605460102,35030.29603246942,3477.193178479353,26377.680715064787,10799.6399999,28032.20400447539,24024.0,10166.036283014868
12,10605.4496967,308.822796714,5287.84250181455,8369.66560489,3674.296423962894,5646.9234740759985,5223.526766698553,5448.503636334939,23934.0,4282.863659070483,748.679782272,209186.90401168843,35030.29603246942,3477.193178479353,28909.995405113506,10799.6399999,25958.25005814981,24024.0,12150.1469757
13,10605.4496967,308.822796714,5287.84250181455,8369.66560489,3674.296423962894,5646.9234740759985,5223.526766698553,5448.503636334939,23934.0,5592.855711240977,748.679782272,235748.6882127189,35030.29603246942,4644.302552626368,35440.743165251086,10799.6399999,23956.776735684023,24024.0,12150.1469757
14,10605.4496967,308.822796714,6610.5669629171,8369.66560489,3674.296423962894,5646.9234740759985,7793.539271283877,5448.503636334939,23934.0,5592.855711240977,748.679782272,255270.890776,35030.29603246942,5811.411926773384,41396.421372715246,10799.6399999,22287.26204373646,24024.0,12150.1469757
15,10605.4496967,308.822796714,7933.29142401965,8370.0,3674.296423962894,5646.9234740759985,7793.539271283877,5448.503636334939,23934.0,6902.8477634114715,748.679782272,255270.890776,40651.2,5811.411926773384,41396.421372715246,10799.6399999,23539.151380633753,24024.0,12150.1469757
16,10605.4496967,308.822796714,8100.0,8370.0,3674.296423962894,5646.9234740759985,10363.5517758692,5448.503636334939,23934.0,6902.8477634114715,1344.1588287828586,255270.890776,40651.2,5811.411926773384,51618.11051286421,10799.6399999,23539.151380633753,24024.0,12150.1469757
17,10605.4496967,308.822796714,8100.0,8370.0,3674.296423962894,5646.9234740759985,10363.5517758692,5448.503636334939,23934.0,6902.8477634114715,1939.6378752937171,255270.890776,40651.2,5811.411926773384,53984.58813096046,10799.6399999,23539.151380633753,24024.0,12150.1469757
