name,scn_name,bus0,bus1,carrier,p_nom,p_nom_max,capital_cost,length,efficiency,p_nom_min,p_min_pu,p_max_pu,marginal_cost,p_nom_opt,country,lifetime,committable,p_nom_mod,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_start_up,ramp_limit_shut_down
0,eGon2035,4,36178,dsm,113.40489597400297,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,113.40489597400297,DE,inf,False,,,0.0,,,1.0,1.0
1,eGon2035,4,49887,central_heat_pump,2.3876295405082346,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.3876295405082346,DE,inf,False,,,0.0,,,1.0,1.0
2,eGon2035,4,49887,central_resistive_heater,3.0823190560579423,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0823190560579423,DE,inf,False,,,0.0,,,1.0,1.0
3,eGon2035,4,49894,central_heat_pump,3.5380800684931772,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.5380800684931772,DE,inf,False,,,0.0,,,1.0,1.0
4,eGon2035,4,49894,central_resistive_heater,4.516366540071676,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.516366540071676,DE,inf,False,,,0.0,,,1.0,1.0
5,eGon2035,4,49934,central_heat_pump,0.9606688920098518,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9606688920098518,DE,inf,False,,,0.0,,,1.0,1.0
6,eGon2035,4,49934,central_resistive_heater,1.2242190332193101,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2242190332193101,DE,inf,False,,,0.0,,,1.0,1.0
7,eGon2035,4,52023,rural_heat_pump,957.0526401608732,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,957.0526401608732,DE,inf,False,,,0.0,,,1.0,1.0
8,eGon2035,4,69893,BEV charger,1799.485490143299,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1799.485490143299,DE,inf,False,,,0.0,,,1.0,1.0
9,eGon2035,4,72129,power_to_H2,1.9999529085758758,2.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,1.9999529085758758,DE,31.0,False,,,0.0,,,1.0,1.0
10,eGon2035,4,72160,power_to_H2,29.564741903004045,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,29.564741903004045,DE,31.0,False,,,0.0,,,1.0,1.0
11,eGon2035,4,72209,power_to_H2,50.221723041431545,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,50.221723041431545,DE,31.0,False,,,0.0,,,1.0,1.0
12,eGon2035,4,72232,central_heat_pump,8.094842780384598,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.094842780384598,DE,inf,False,,,0.0,,,1.0,1.0
13,eGon2035,4,72232,central_resistive_heater,5.544748203971524,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.544748203971524,DE,inf,False,,,0.0,,,1.0,1.0
14,eGon2035,4,72249,central_heat_pump,2.7921310441166263,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.7921310441166263,DE,inf,False,,,0.0,,,1.0,1.0
15,eGon2035,4,72249,central_resistive_heater,1.0162300839314453,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0162300839314453,DE,inf,False,,,0.0,,,1.0,1.0
16,eGon2035,4,72254,central_heat_pump,0.29435945002017705,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.29435945002017705,DE,inf,False,,,0.0,,,1.0,1.0
17,eGon2035,4,72254,central_resistive_heater,0.05659005208166025,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05659005208166025,DE,inf,False,,,0.0,,,1.0,1.0
18,eGon2035,4,72262,central_heat_pump,0.2305196975399867,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2305196975399867,DE,inf,False,,,0.0,,,1.0,1.0
19,eGon2035,4,72262,central_resistive_heater,0.06542547488642293,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06542547488642293,DE,inf,False,,,0.0,,,1.0,1.0
20,eGon2035,4,72270,central_resistive_heater,0.026251578374568367,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.026251578374568367,DE,inf,False,,,0.0,,,1.0,1.0
21,eGon2035,4,36178,dsm,4.417559362422985,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.417559362422985,DE,inf,False,,,0.0,,,1.0,1.0
22,eGon2035,4,48637,power_to_H2,0.14523415048878824,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.14523415048878824,DE,31.0,False,,,0.0,,,1.0,1.0
23,eGon2035,4,51941,central_resistive_heater,0.020721013208361658,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.020721013208361658,DE,inf,False,,,0.0,,,1.0,1.0
24,eGon2035,4,51954,central_resistive_heater,0.0474422374516918,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0474422374516918,DE,inf,False,,,0.0,,,1.0,1.0
25,eGon2035,4,52023,rural_heat_pump,67.14937846958105,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,67.14937846958105,DE,inf,False,,,0.0,,,1.0,1.0
26,eGon2035,4,69893,BEV charger,128.08203125,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,128.08203125,DE,inf,False,,,0.0,,,1.0,1.0
27,eGon2035,4,72207,power_to_H2,0.9999579034533319,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9999579034533319,DE,31.0,False,,,0.0,,,1.0,1.0
28,eGon2035,4,72544,central_heat_pump,0.18648937560921772,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18648937560921772,DE,inf,False,,,0.0,,,1.0,1.0
29,eGon2035,4,72544,central_resistive_heater,0.08436312533778667,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08436312533778667,DE,inf,False,,,0.0,,,1.0,1.0
30,eGon2035,4,36178,dsm,81.55692846011986,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,81.55692846011986,DE,inf,False,,,0.0,,,1.0,1.0
31,eGon2035,4,48637,power_to_H2,0.1452341502616078,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.1452341502616078,DE,31.0,False,,,0.0,,,1.0,1.0
32,eGon2035,4,50814,central_resistive_heater,0.006404369335524713,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.006404369335524713,DE,inf,False,,,0.0,,,1.0,1.0
33,eGon2035,4,51415,central_resistive_heater,0.13274829692483647,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13274829692483647,DE,inf,False,,,0.0,,,1.0,1.0
34,eGon2035,4,51463,central_resistive_heater,0.2481366805085708,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2481366805085708,DE,inf,False,,,0.0,,,1.0,1.0
35,eGon2035,4,51502,central_resistive_heater,0.005085038791672565,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005085038791672565,DE,inf,False,,,0.0,,,1.0,1.0
36,eGon2035,4,52023,rural_heat_pump,819.6070421044496,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,819.6070421044496,DE,inf,False,,,0.0,,,1.0,1.0
37,eGon2035,4,69893,BEV charger,1410.640432357788,inf,0.0,0.0,0.8999999999999999,0.0,0.0,1.0,0.0,1410.640432357788,DE,inf,False,,,0.0,,,1.0,1.0
38,eGon2035,4,72143,power_to_H2,5.721754279684466,6.0,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,5.721754279684466,DE,31.0,False,,,0.0,,,1.0,1.0
39,eGon2035,4,72148,power_to_H2,0.9999541351514847,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9999541351514847,DE,31.0,False,,,0.0,,,1.0,1.0
40,eGon2035,4,72171,power_to_H2,17.053873963021744,inf,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,17.053873963021744,DE,31.0,False,,,0.0,,,1.0,1.0
41,eGon2035,4,72204,power_to_H2,2.9083647706399725,3.0,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,2.9083647706399725,DE,31.0,False,,,0.0,,,1.0,1.0
42,eGon2035,4,72213,power_to_H2,2.9999460496176953,3.0,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,2.9999460496176953,DE,31.0,False,,,0.0,,,1.0,1.0
43,eGon2035,4,72334,central_heat_pump,0.33386576721553646,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33386576721553646,DE,inf,False,,,0.0,,,1.0,1.0
44,eGon2035,4,72334,central_resistive_heater,1.8738088385320426,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.8738088385320426,DE,inf,False,,,0.0,,,1.0,1.0
45,eGon2035,4,72373,central_heat_pump,0.4434058369346129,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4434058369346129,DE,inf,False,,,0.0,,,1.0,1.0
46,eGon2035,4,72373,central_resistive_heater,0.9760648226004996,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9760648226004996,DE,inf,False,,,0.0,,,1.0,1.0
47,eGon2035,4,72431,central_heat_pump,0.3216886990769361,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3216886990769361,DE,inf,False,,,0.0,,,1.0,1.0
48,eGon2035,4,72431,central_resistive_heater,0.577448504892235,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.577448504892235,DE,inf,False,,,0.0,,,1.0,1.0
49,eGon2035,4,72451,central_heat_pump,0.025853259700596102,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.025853259700596102,DE,inf,False,,,0.0,,,1.0,1.0
50,eGon2035,4,72451,central_resistive_heater,1.2039453460004816,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2039453460004816,DE,inf,False,,,0.0,,,1.0,1.0
51,eGon2035,4,72465,central_heat_pump,0.005853050066273352,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005853050066273352,DE,inf,False,,,0.0,,,1.0,1.0
52,eGon2035,4,72465,central_resistive_heater,0.35976044636455995,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35976044636455995,DE,inf,False,,,0.0,,,1.0,1.0
53,eGon2035,4,36178,dsm,69.38089881507342,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,69.38089881507342,DE,inf,False,,,0.0,,,1.0,1.0
54,eGon2035,4,49610,central_heat_pump,0.12324586440716903,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12324586440716903,DE,inf,False,,,0.0,,,1.0,1.0
55,eGon2035,4,49610,central_resistive_heater,0.018923003695036585,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.018923003695036585,DE,inf,False,,,0.0,,,1.0,1.0
56,eGon2035,4,52023,rural_heat_pump,474.87218732115576,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,474.87218732115576,DE,inf,False,,,0.0,,,1.0,1.0
57,eGon2035,4,69893,BEV charger,831.1771187782288,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,831.1771187782288,DE,inf,False,,,0.0,,,1.0,1.0
58,eGon2035,4,72132,power_to_H2,0.9773238947590135,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9773238947590135,DE,31.0,False,,,0.0,,,1.0,1.0
59,eGon2035,4,72167,power_to_H2,0.9770034315630748,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9770034315630748,DE,31.0,False,,,0.0,,,1.0,1.0
60,eGon2035,4,72211,power_to_H2,0.9999614792538527,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9999614792538527,DE,31.0,False,,,0.0,,,1.0,1.0
61,eGon2035,4,72227,central_heat_pump,8.157411434856012,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.157411434856012,DE,inf,False,,,0.0,,,1.0,1.0
62,eGon2035,4,72227,central_resistive_heater,9.263098639905282,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.263098639905282,DE,inf,False,,,0.0,,,1.0,1.0
63,eGon2035,4,72237,central_heat_pump,1.154992175655375,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.154992175655375,DE,inf,False,,,0.0,,,1.0,1.0
64,eGon2035,4,72237,central_resistive_heater,0.24237196620453172,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24237196620453172,DE,inf,False,,,0.0,,,1.0,1.0
65,eGon2035,4,36178,dsm,56.84385920709166,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,56.84385920709166,DE,inf,False,,,0.0,,,1.0,1.0
66,eGon2035,4,51655,central_heat_pump,0.001911789481390894,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.001911789481390894,DE,inf,False,,,0.0,,,1.0,1.0
67,eGon2035,4,51655,central_resistive_heater,0.0025525678153750465,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0025525678153750465,DE,inf,False,,,0.0,,,1.0,1.0
68,eGon2035,4,52013,central_heat_pump,36.76720320120467,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.76720320120467,DE,inf,False,,,0.0,,,1.0,1.0
69,eGon2035,4,52013,central_resistive_heater,46.83869814194434,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46.83869814194434,DE,inf,False,,,0.0,,,1.0,1.0
70,eGon2035,4,52023,rural_heat_pump,193.30903570644736,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,193.30903570644736,DE,inf,False,,,0.0,,,1.0,1.0
71,eGon2035,4,69893,BEV charger,354.7524700164795,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,354.7524700164795,DE,inf,False,,,0.0,,,1.0,1.0
72,eGon2035,4,36178,dsm,21.188354724601094,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.188354724601094,DE,inf,False,,,0.0,,,1.0,1.0
73,eGon2035,4,50364,central_heat_pump,0.2511798875005141,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2511798875005141,DE,inf,False,,,0.0,,,1.0,1.0
74,eGon2035,4,50364,central_resistive_heater,0.03856582094785998,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03856582094785998,DE,inf,False,,,0.0,,,1.0,1.0
75,eGon2035,4,52023,rural_heat_pump,198.48371731965682,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,198.48371731965682,DE,inf,False,,,0.0,,,1.0,1.0
76,eGon2035,4,69893,BEV charger,377.67019152641296,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,377.67019152641296,DE,inf,False,,,0.0,,,1.0,1.0
77,eGon2035,4,72182,power_to_H2,1.9999492062430715,2.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,1.9999492062430715,DE,31.0,False,,,0.0,,,1.0,1.0
78,eGon2035,4,72298,central_heat_pump,3.5668526926128594,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.5668526926128594,DE,inf,False,,,0.0,,,1.0,1.0
79,eGon2035,4,72298,central_resistive_heater,0.7007963872631248,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7007963872631248,DE,inf,False,,,0.0,,,1.0,1.0
80,eGon2035,4,72299,central_heat_pump,0.9168406368296431,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9168406368296431,DE,inf,False,,,0.0,,,1.0,1.0
81,eGon2035,4,72299,central_resistive_heater,0.3008575690254816,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3008575690254816,DE,inf,False,,,0.0,,,1.0,1.0
82,eGon2035,4,36178,dsm,174.6535761846763,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,174.6535761846763,DE,inf,False,,,0.0,,,1.0,1.0
83,eGon2035,4,48637,power_to_H2,0.14523415075176302,inf,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,0.14523415075176302,DE,31.0,False,,,0.0,,,1.0,1.0
84,eGon2035,4,51825,central_heat_pump,50.63076413380635,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.63076413380635,DE,inf,False,,,0.0,,,1.0,1.0
85,eGon2035,4,51825,central_resistive_heater,68.22880758877434,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.22880758877434,DE,inf,False,,,0.0,,,1.0,1.0
86,eGon2035,4,52023,rural_heat_pump,630.5265506787695,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,630.5265506787695,DE,inf,False,,,0.0,,,1.0,1.0
87,eGon2035,4,69893,BEV charger,1294.253487944603,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,1294.253487944603,DE,inf,False,,,0.0,,,1.0,1.0
88,eGon2035,4,72134,power_to_H2,49.54845864786325,inf,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,49.54845864786325,DE,31.0,False,,,0.0,,,1.0,1.0
89,eGon2035,4,72466,central_heat_pump,5.8390655217189265,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.8390655217189265,DE,inf,False,,,0.0,,,1.0,1.0
90,eGon2035,4,72466,central_resistive_heater,3.7661946046544403,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.7661946046544403,DE,inf,False,,,0.0,,,1.0,1.0
91,eGon2035,4,72525,central_heat_pump,1.3253329330791885,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3253329330791885,DE,inf,False,,,0.0,,,1.0,1.0
92,eGon2035,4,72525,central_resistive_heater,0.4584133837575032,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4584133837575032,DE,inf,False,,,0.0,,,1.0,1.0
93,eGon2035,4,36178,dsm,16.97994309505568,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.97994309505568,DE,inf,False,,,0.0,,,1.0,1.0
94,eGon2035,4,48637,power_to_H2,0.14523415091571085,inf,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,0.14523415091571085,DE,31.0,False,,,0.0,,,1.0,1.0
95,eGon2035,4,52023,rural_heat_pump,165.36685685794268,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,165.36685685794268,DE,inf,False,,,0.0,,,1.0,1.0
96,eGon2035,4,69893,BEV charger,281.26248025894165,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,281.26248025894165,DE,inf,False,,,0.0,,,1.0,1.0
97,eGon2035,4,72138,power_to_H2,29.43949228715453,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,29.43949228715453,DE,31.0,False,,,0.0,,,1.0,1.0
98,eGon2035,4,72430,central_heat_pump,2.8576803855871695,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8576803855871695,DE,inf,False,,,0.0,,,1.0,1.0
99,eGon2035,4,72430,central_resistive_heater,0.5665260362243254,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5665260362243254,DE,inf,False,,,0.0,,,1.0,1.0
100,eGon2035,4,36178,dsm,12.944849365626743,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.944849365626743,DE,inf,False,,,0.0,,,1.0,1.0
101,eGon2035,4,48637,power_to_H2,0.14523415002514517,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.14523415002514517,DE,31.0,False,,,0.0,,,1.0,1.0
102,eGon2035,4,52023,rural_heat_pump,155.36608258355002,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,155.36608258355002,DE,inf,False,,,0.0,,,1.0,1.0
103,eGon2035,4,69893,BEV charger,280.40679717063904,inf,0.0,0.0,0.9000000000000001,0.0,0.0,1.0,0.0,280.40679717063904,DE,inf,False,,,0.0,,,1.0,1.0
104,eGon2035,4,72153,power_to_H2,7.999934972443204,8.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,7.999934972443204,DE,31.0,False,,,0.0,,,1.0,1.0
105,eGon2035,4,72202,power_to_H2,0.9997957684247283,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9997957684247283,DE,31.0,False,,,0.0,,,1.0,1.0
106,eGon2035,4,72515,central_heat_pump,2.687872181719014,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.687872181719014,DE,inf,False,,,0.0,,,1.0,1.0
107,eGon2035,4,72515,central_resistive_heater,3.088724574602522,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.088724574602522,DE,inf,False,,,0.0,,,1.0,1.0
108,eGon2035,4,72519,central_resistive_heater,0.05957587276409873,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05957587276409873,DE,inf,False,,,0.0,,,1.0,1.0
109,eGon2035,4,72523,central_resistive_heater,0.020867156190986638,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.020867156190986638,DE,inf,False,,,0.0,,,1.0,1.0
110,eGon2035,4,36178,dsm,28.857299671543192,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,28.857299671543192,DE,inf,False,,,0.0,,,1.0,1.0
111,eGon2035,4,50202,central_resistive_heater,0.0048191992429640765,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0048191992429640765,DE,inf,False,,,0.0,,,1.0,1.0
112,eGon2035,4,52023,rural_heat_pump,250.42208358854418,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,250.42208358854418,DE,inf,False,,,0.0,,,1.0,1.0
113,eGon2035,4,69893,BEV charger,481.27469754219055,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,481.27469754219055,DE,inf,False,,,0.0,,,1.0,1.0
114,eGon2035,4,72191,power_to_H2,1.9999524988647317,2.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,1.9999524988647317,DE,31.0,False,,,0.0,,,1.0,1.0
115,eGon2035,4,72245,central_heat_pump,4.111276405686032,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.111276405686032,DE,inf,False,,,0.0,,,1.0,1.0
116,eGon2035,4,72245,central_resistive_heater,1.4786966875282128,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4786966875282128,DE,inf,False,,,0.0,,,1.0,1.0
117,eGon2035,4,36178,dsm,47.512450126341356,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.512450126341356,DE,inf,False,,,0.0,,,1.0,1.0
118,eGon2035,4,48637,power_to_H2,0.14523415027122097,inf,461.2241533423849,0.0,0.7,0.0,0.0,1.0,0.0,0.14523415027122097,DE,31.0,False,,,0.0,,,1.0,1.0
119,eGon2035,4,50961,central_resistive_heater,0.010193122881612398,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.010193122881612398,DE,inf,False,,,0.0,,,1.0,1.0
120,eGon2035,4,50980,central_resistive_heater,0.005582668169727568,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005582668169727568,DE,inf,False,,,0.0,,,1.0,1.0
121,eGon2035,4,51405,central_resistive_heater,0.28790785696454047,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28790785696454047,DE,inf,False,,,0.0,,,1.0,1.0
122,eGon2035,4,52023,rural_heat_pump,491.3600391983552,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,491.3600391983552,DE,inf,False,,,0.0,,,1.0,1.0
123,eGon2035,4,69893,BEV charger,854.3833932876587,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,854.3833932876587,DE,inf,False,,,0.0,,,1.0,1.0
124,eGon2035,4,72128,power_to_H2,4.999939944834266,5.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,4.999939944834266,DE,31.0,False,,,0.0,,,1.0,1.0
125,eGon2035,4,72131,power_to_H2,0.9763436497596749,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9763436497596749,DE,31.0,False,,,0.0,,,1.0,1.0
126,eGon2035,4,72144,power_to_H2,1.9999503216742176,2.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,1.9999503216742176,DE,31.0,False,,,0.0,,,1.0,1.0
127,eGon2035,4,72150,power_to_H2,9.078012676548866,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,9.078012676548866,DE,31.0,False,,,0.0,,,1.0,1.0
128,eGon2035,4,72156,power_to_H2,2.9244630342381246,3.0,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,2.9244630342381246,DE,31.0,False,,,0.0,,,1.0,1.0
129,eGon2035,4,72183,power_to_H2,33.82986522860379,inf,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,33.82986522860379,DE,31.0,False,,,0.0,,,1.0,1.0
130,eGon2035,4,72201,power_to_H2,0.999958915176194,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.999958915176194,DE,31.0,False,,,0.0,,,1.0,1.0
131,eGon2035,4,72370,central_heat_pump,0.9249632609274435,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9249632609274435,DE,inf,False,,,0.0,,,1.0,1.0
132,eGon2035,4,72370,central_resistive_heater,1.1870872775049435,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1870872775049435,DE,inf,False,,,0.0,,,1.0,1.0
133,eGon2035,4,72375,central_heat_pump,11.687287550449163,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.687287550449163,DE,inf,False,,,0.0,,,1.0,1.0
134,eGon2035,4,72375,central_resistive_heater,11.731089015866484,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.731089015866484,DE,inf,False,,,0.0,,,1.0,1.0
135,eGon2035,4,72380,central_heat_pump,0.460085016268788,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.460085016268788,DE,inf,False,,,0.0,,,1.0,1.0
136,eGon2035,4,72380,central_resistive_heater,0.3134594749979454,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3134594749979454,DE,inf,False,,,0.0,,,1.0,1.0
137,eGon2035,4,72401,central_heat_pump,0.21412680704759265,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21412680704759265,DE,inf,False,,,0.0,,,1.0,1.0
138,eGon2035,4,72401,central_resistive_heater,0.5526855998757116,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5526855998757116,DE,inf,False,,,0.0,,,1.0,1.0
139,eGon2035,4,72412,central_resistive_heater,0.4718438290791352,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4718438290791352,DE,inf,False,,,0.0,,,1.0,1.0
140,eGon2035,4,36178,dsm,37.163484763996344,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.163484763996344,DE,inf,False,,,0.0,,,1.0,1.0
141,eGon2035,4,51384,central_resistive_heater,0.00523747853783795,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00523747853783795,DE,inf,False,,,0.0,,,1.0,1.0
142,eGon2035,4,52023,rural_heat_pump,243.36448631440786,inf,0.0,0.0,1.0,0.0,0.0,1.0,0.0,243.36448631440786,DE,inf,False,,,0.0,,,1.0,1.0
143,eGon2035,4,69893,BEV charger,427.5252094268799,inf,0.0,0.0,0.9,0.0,0.0,1.0,0.0,427.5252094268799,DE,inf,False,,,0.0,,,1.0,1.0
144,eGon2035,4,72193,power_to_H2,15.604472938076393,inf,461.22415334238485,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,15.604472938076393,DE,31.0,False,,,0.0,,,1.0,1.0
145,eGon2035,4,72204,power_to_H2,0.9741707235724539,1.0,461.22415334238485,0.0,0.7,0.0,0.0,1.0,0.0,0.9741707235724539,DE,31.0,False,,,0.0,,,1.0,1.0
