name,scn_name,bus,carrier,e_nom,e_nom_max,e_initial,capital_cost,e_nom_opt
65142 central_heat_store,eGon2035,65142,central_heat_store,69.93493287789107,inf,32.212280585107194,0.7075806700525911,69.93493287789107
65148 central_heat_store,eGon2035,65148,central_heat_store,74.38234791282464,inf,36.63992813687838,0.7075806700525911,74.38234791282464
65160 central_heat_store,eGon2035,65160,central_heat_store,74.70078270296862,inf,33.10901891326537,0.7075806700525911,74.70078270296862
65161 central_heat_store,eGon2035,65161,central_heat_store,71.61712668179423,inf,33.901421095674415,0.7075806700525911,71.61712668179423
65175 central_heat_store,eGon2035,65175,central_heat_store,74.75066699609118,inf,37.085842774639616,0.7075806700525911,74.75066699609118
65195 central_heat_store,eGon2035,65195,central_heat_store,74.73409199003649,inf,36.78965914667277,0.7075806700525911,74.73409199003649
65296 central_heat_store,eGon2035,65296,central_heat_store,74.72917738584583,inf,36.98327413317681,0.7075806700525911,74.72917738584583
65300 central_heat_store,eGon2035,65300,central_heat_store,74.63118723300204,inf,36.88242191419984,0.7075806700525911,74.63118723300204
65309 central_heat_store,eGon2035,65309,central_heat_store,73.5512140216374,inf,35.81469162168306,0.7075806700525911,73.5512140216374
65311 central_heat_store,eGon2035,65311,central_heat_store,71.05057832676651,inf,33.31301558918923,0.7075806700525911,71.05057832676651
65374 central_heat_store,eGon2035,65374,central_heat_store,74.72740589890556,inf,36.89659581359108,0.7075806700525911,74.72740589890556
65390 central_heat_store,eGon2035,65390,central_heat_store,74.72260644329012,inf,36.972486384285226,0.7075806700525911,74.72260644329012
65409 central_heat_store,eGon2035,65409,central_heat_store,74.74519253751092,inf,36.98045645844663,0.7075806700525911,74.74519253751092
65412 central_heat_store,eGon2035,65412,central_heat_store,72.85806930125642,inf,35.11872443956568,0.7075806700525911,72.85806930125642
65416 central_heat_store,eGon2035,65416,central_heat_store,74.72624397910798,inf,36.53911644770784,0.7075806700525911,74.72624397910798
65428 central_heat_store,eGon2035,65428,central_heat_store,86.63328134257728,inf,19.335995252825555,0.7075806700525911,86.63328134257728
65430 central_heat_store,eGon2035,65430,central_heat_store,69.31518234585258,inf,31.579132740363526,0.7075806700525911,69.31518234585258
65436 central_heat_store,eGon2035,65436,central_heat_store,74.37238807165804,inf,36.62929849085886,0.7075806700525911,74.37238807165804
65440 central_heat_store,eGon2035,65440,central_heat_store,72.87041495757137,inf,34.94922222387698,0.7075806700525911,72.87041495757137
65476 central_heat_store,eGon2035,65476,central_heat_store,72.83065956543234,inf,35.092261370496274,0.7075806700525911,72.83065956543234
65486 central_heat_store,eGon2035,65486,central_heat_store,74.53491730767513,inf,36.79424937717826,0.7075806700525911,74.53491730767513
65488 central_heat_store,eGon2035,65488,central_heat_store,69.34776416285251,inf,31.612156246380763,0.7075806700525911,69.34776416285251
65519 central_heat_store,eGon2035,65519,central_heat_store,74.7390924425107,inf,36.99348625467775,0.7075806700525911,74.7390924425107
65527 central_heat_store,eGon2035,65527,central_heat_store,74.72062655720272,inf,36.96964325675786,0.7075806700525911,74.72062655720272
65560 central_heat_store,eGon2035,65560,central_heat_store,73.853526634728,inf,36.11644441314335,0.7075806700525911,73.853526634728
65567 central_heat_store,eGon2035,65567,central_heat_store,71.06276547267838,inf,33.327977413829615,0.7075806700525911,71.06276547267838
65579 central_heat_store,eGon2035,65579,central_heat_store,74.72378495459046,inf,36.75225121356935,0.7075806700525911,74.72378495459046
65606 central_heat_store,eGon2035,65606,central_heat_store,74.73855740959935,inf,36.98887923234361,0.7075806700525911,74.73855740959935
65610 central_heat_store,eGon2035,65610,central_heat_store,69.32670960354761,inf,31.594126092886007,0.7075806700525911,69.32670960354761
65616 central_heat_store,eGon2035,65616,central_heat_store,74.75664714510842,inf,37.00456332648658,0.7075806700525911,74.75664714510842
65627 central_heat_store,eGon2035,65627,central_heat_store,74.73091288344631,inf,36.96882948280115,0.7075806700525911,74.73091288344631
65629 central_heat_store,eGon2035,65629,central_heat_store,74.72802716209634,inf,36.97529795184789,0.7075806700525911,74.72802716209634
65680 central_heat_store,eGon2035,65680,central_heat_store,83.92247391655526,inf,19.289993214415183,0.7075806700525911,83.92247391655526
65713 central_heat_store,eGon2035,65713,central_heat_store,74.7242282623124,inf,36.972787944327486,0.7075806700525911,74.7242282623124
65715 central_heat_store,eGon2035,65715,central_heat_store,74.72442200511085,inf,36.97713243212677,0.7075806700525911,74.72442200511085
65734 central_heat_store,eGon2035,65734,central_heat_store,74.74869173649873,inf,36.46743681870792,0.7075806700525911,74.74869173649873
65743 central_heat_store,eGon2035,65743,central_heat_store,70.77104777372094,inf,33.012578782584086,0.7075806700525911,70.77104777372094
65744 central_heat_store,eGon2035,65744,central_heat_store,74.66063818340214,inf,36.916832654367944,0.7075806700525911,74.66063818340214
65748 central_heat_store,eGon2035,65748,central_heat_store,74.73514530852896,inf,36.98444377201564,0.7075806700525911,74.73514530852896
65749 central_heat_store,eGon2035,65749,central_heat_store,74.7327492044169,inf,36.974122481365036,0.7075806700525911,74.7327492044169
65750 central_heat_store,eGon2035,65750,central_heat_store,74.70884312586817,inf,36.959125598080774,0.7075806700525911,74.70884312586817
65753 central_heat_store,eGon2035,65753,central_heat_store,73.54469270058458,inf,35.8272322473155,0.7075806700525911,73.54469270058458
65780 central_heat_store,eGon2035,65780,central_heat_store,74.84087731704854,inf,33.53318450648918,0.7075806700525911,74.84087731704854
65782 central_heat_store,eGon2035,65782,central_heat_store,74.72988661988681,inf,36.978380013750495,0.7075806700525911,74.72988661988681
65783 central_heat_store,eGon2035,65783,central_heat_store,74.72383359612274,inf,36.85936569349673,0.7075806700525911,74.72383359612274
65802 central_heat_store,eGon2035,65802,central_heat_store,74.7689697597684,inf,36.993752908011295,0.7075806700525911,74.7689697597684
65845 central_heat_store,eGon2035,65845,central_heat_store,74.70836685192285,inf,36.95737744877259,0.7075806700525911,74.70836685192285
65850 central_heat_store,eGon2035,65850,central_heat_store,74.73225730464742,inf,36.726108135322136,0.7075806700525911,74.73225730464742
65900 central_heat_store,eGon2035,65900,central_heat_store,75.47533206048925,inf,32.7711527525696,0.7075806700525911,75.47533206048925
65914 central_heat_store,eGon2035,65914,central_heat_store,72.80012193891513,inf,34.62900163646417,0.7075806700525911,72.80012193891513
65933 central_heat_store,eGon2035,65933,central_heat_store,74.44415900118541,inf,33.77466581463407,0.7075806700525911,74.44415900118541
65935 central_heat_store,eGon2035,65935,central_heat_store,74.69963183524001,inf,36.9508921291735,0.7075806700525911,74.69963183524001
65943 central_heat_store,eGon2035,65943,central_heat_store,71.9322459521344,inf,33.95284438062704,0.7075806700525911,71.9322459521344
65945 central_heat_store,eGon2035,65945,central_heat_store,74.72445857587066,inf,36.97380715203645,0.7075806700525911,74.72445857587066
65958 central_heat_store,eGon2035,65958,central_heat_store,92.04714031701472,inf,22.777252519057523,0.7075806700525911,92.04714031701472
65966 central_heat_store,eGon2035,65966,central_heat_store,74.72904983421121,inf,36.92342531169914,0.7075806700525911,74.72904983421121
65974 central_heat_store,eGon2035,65974,central_heat_store,74.75968579284182,inf,36.997870711597805,0.7075806700525911,74.75968579284182
65979 central_heat_store,eGon2035,65979,central_heat_store,74.461691965697,inf,36.717407748448736,0.7075806700525911,74.461691965697
66030 central_heat_store,eGon2035,66030,central_heat_store,74.04482340891062,inf,36.336585751767664,0.7075806700525911,74.04482340891062
66038 central_heat_store,eGon2035,66038,central_heat_store,74.7246254574391,inf,37.01917210293266,0.7075806700525911,74.7246254574391
66041 central_heat_store,eGon2035,66041,central_heat_store,73.73527019411846,inf,36.00941126717652,0.7075806700525911,73.73527019411846
66048 rural_heat_store,eGon2035,66048,rural_heat_store,207670.26706734693,inf,2694.0045756346944,28.284962377957097,207670.26706734693
69893 battery storage,eGon2035,69893,battery storage,915446.162,inf,729931.5852682155,0.0,915446.162
72027 CH4,eGon2035,72027,CH4,415.3354632587859,inf,202.9837727792272,0.0,415.3354632587859
72028 CH4,eGon2035,72028,CH4,255294.24865814697,inf,126444.66125856125,0.0,255294.24865814697
72029 CH4,eGon2035,72029,CH4,415.3354632587859,inf,203.33328419916026,0.0,415.3354632587859
72030 CH4,eGon2035,72030,CH4,2260514.044100369,inf,1011385.025380966,0.0,2260514.044100369
72031 CH4,eGon2035,72031,CH4,1588451.5026392874,inf,549452.7038623806,0.0,1588451.5026392874
72032 CH4,eGon2035,72032,CH4,1453.6741214057506,inf,711.0476601479055,0.0,1453.6741214057506
72033 CH4,eGon2035,72033,CH4,415.3354632587859,inf,203.34749027709435,0.0,415.3354632587859
72034 CH4,eGon2035,72034,CH4,4188374.104160781,inf,1941098.427554962,0.0,4188374.104160781
72035 CH4,eGon2035,72035,CH4,1038.338658146965,inf,508.396863787676,0.0,1038.338658146965
72036 CH4,eGon2035,72036,CH4,2699.6805111821086,inf,1319.535152442714,0.0,2699.6805111821086
72037 CH4,eGon2035,72037,CH4,863180.0258561276,inf,365851.45796712075,0.0,863180.0258561276
72038 CH4,eGon2035,72038,CH4,61111464.9402216,inf,12718988.57632756,0.0,61111464.9402216
72039 CH4,eGon2035,72039,CH4,3269666.6069409703,inf,1439487.3953956475,0.0,3269666.6069409703
72040 CH4,eGon2035,72040,CH4,40731663.23263942,inf,10525357.1062922,0.0,40731663.23263942
72041 CH4,eGon2035,72041,CH4,3270912.6133307465,inf,1486051.4653865285,0.0,3270912.6133307465
72042 CH4,eGon2035,72042,CH4,207.66773162939296,inf,101.36352154867687,0.0,207.66773162939296
72043 CH4,eGon2035,72043,CH4,47531769.67797196,inf,10930848.993178736,0.0,47531769.67797196
72044 CH4,eGon2035,72044,CH4,6533854.23136353,inf,3094931.940658845,0.0,6533854.23136353
72045 CH4,eGon2035,72045,CH4,415.3354632587859,inf,203.3688427562113,0.0,415.3354632587859
72046 CH4,eGon2035,72046,CH4,415.3354632587859,inf,203.34828387591412,0.0,415.3354632587859
72047 CH4,eGon2035,72047,CH4,1453.6741214057506,inf,707.5610497157062,0.0,1453.6741214057506
72048 CH4,eGon2035,72048,CH4,12294132.510841303,inf,5302085.279624506,0.0,12294132.510841303
72049 CH4,eGon2035,72049,CH4,23460271.501375332,inf,8762880.506138481,0.0,23460271.501375332
72050 CH4,eGon2035,72050,CH4,1038.338658146965,inf,509.5299002817824,0.0,1038.338658146965
72051 CH4,eGon2035,72051,CH4,267193.0838659244,inf,137739.92274666403,0.0,267193.0838659244
72052 CH4,eGon2035,72052,CH4,1176436.2124976304,inf,533978.6668965248,0.0,1176436.2124976304
72053 CH4,eGon2035,72053,CH4,2903822.1334048896,inf,1048678.9603179563,0.0,2903822.1334048896
72054 CH4,eGon2035,72054,CH4,4520522.151104537,inf,2051955.3231112116,0.0,4520522.151104537
72055 CH4,eGon2035,72055,CH4,1453.6741214057506,inf,716.7654341601599,0.0,1453.6741214057506
72056 CH4,eGon2035,72056,CH4,2699.6805111821086,inf,1319.0944875647083,0.0,2699.6805111821086
72057 CH4,eGon2035,72057,CH4,2699.6805111821086,inf,1323.6553223001763,0.0,2699.6805111821086
72058 CH4,eGon2035,72058,CH4,3271327.9487940054,inf,1645573.5482903619,0.0,3271327.9487940054
72059 CH4,eGon2035,72059,CH4,24297186.733087063,inf,9061811.878216915,0.0,24297186.733087063
72060 CH4,eGon2035,72060,CH4,1246.0063897763578,inf,609.61970260767,0.0,1246.0063897763578
72061 CH4,eGon2035,72061,CH4,264212.6441009753,inf,126591.28276436335,0.0,264212.6441009753
72062 CH4,eGon2035,72062,CH4,1038.338658146965,inf,508.0649543167383,0.0,1038.338658146965
72063 CH4,eGon2035,72063,CH4,1869.0095846645368,inf,916.2930726088008,0.0,1869.0095846645368
72064 CH4,eGon2035,72064,CH4,1246.0063897763578,inf,610.5226644186398,0.0,1246.0063897763578
72065 CH4,eGon2035,72065,CH4,2938537.465091348,inf,1328002.9597293348,0.0,2938537.465091348
72066 CH4,eGon2035,72066,CH4,4984.025559105431,inf,2434.9901429144747,0.0,4984.025559105431
72067 CH4,eGon2035,72067,CH4,830.6709265175718,inf,406.7871647726188,0.0,830.6709265175718
72068 CH4,eGon2035,72068,CH4,1038.338658146965,inf,508.7959185104308,0.0,1038.338658146965
72069 CH4,eGon2035,72069,CH4,3738.0191693290735,inf,1835.3830972930843,0.0,3738.0191693290735
72070 CH4,eGon2035,72070,CH4,207.66773162939296,inf,101.36428412124117,0.0,207.66773162939296
72071 CH4,eGon2035,72071,CH4,830.6709265175718,inf,406.7432893965717,0.0,830.6709265175718
72072 CH4,eGon2035,72072,CH4,1038.338658146965,inf,508.49371754770425,0.0,1038.338658146965
72073 CH4,eGon2035,72073,CH4,415.3354632587859,inf,203.3884017231993,0.0,415.3354632587859
72074 CH4,eGon2035,72074,CH4,1038.338658146965,inf,508.78918157991427,0.0,1038.338658146965
72075 CH4,eGon2035,72075,CH4,1869.0095846645368,inf,914.6506220541911,0.0,1869.0095846645368
72076 CH4,eGon2035,72076,CH4,207.66773162939296,inf,101.36336881614066,0.0,207.66773162939296
72077 CH4,eGon2035,72077,CH4,623.0031948881789,inf,304.9467208471613,0.0,623.0031948881789
72078 CH4,eGon2035,72078,CH4,207.66773162939296,inf,101.36738148579364,0.0,207.66773162939296
72079 CH4,eGon2035,72079,CH4,830.6709265175718,inf,406.5796701395555,0.0,830.6709265175718
72080 CH4,eGon2035,72080,CH4,3269251.2714777114,inf,1655200.4535321353,0.0,3269251.2714777114
72081 CH4,eGon2035,72081,CH4,3271120.2810623758,inf,1722007.5692139734,0.0,3271120.2810623758
72082 CH4,eGon2035,72082,CH4,1038.338658146965,inf,508.47127469535735,0.0,1038.338658146965
72083 CH4,eGon2035,72083,CH4,19840643.928570267,inf,8863053.501656137,0.0,19840643.928570267
72084 CH4,eGon2035,72084,CH4,127264.26811592374,inf,62596.314642308665,0.0,127264.26811592374
72085 CH4,eGon2035,72085,CH4,1310665.4744074873,inf,570211.7935938069,0.0,1310665.4744074873
72086 CH4,eGon2035,72086,CH4,1038.338658146965,inf,508.33951852050416,0.0,1038.338658146965
72087 CH4,eGon2035,72087,CH4,1453.6741214057506,inf,711.0017031758746,0.0,1453.6741214057506
72088 CH4,eGon2035,72088,CH4,1246.0063897763578,inf,609.3359157317606,0.0,1246.0063897763578
72089 CH4,eGon2035,72089,CH4,623.0031948881789,inf,304.9346581014751,0.0,623.0031948881789
72090 CH4,eGon2035,72090,CH4,1661.3418530351437,inf,805.5230657430806,0.0,1661.3418530351437
72091 CH4,eGon2035,72091,CH4,1246.0063897763578,inf,609.8675527356658,0.0,1246.0063897763578
72092 CH4,eGon2035,72092,CH4,10060785.066480346,inf,4274344.948273393,0.0,10060785.066480346
72093 CH4,eGon2035,72093,CH4,1869.0095846645368,inf,911.164441783553,0.0,1869.0095846645368
72094 CH4,eGon2035,72094,CH4,415.3354632587859,inf,203.3656029008301,0.0,415.3354632587859
72095 CH4,eGon2035,72095,CH4,207.66773162939296,inf,101.36869923959279,0.0,207.66773162939296
72096 CH4,eGon2035,72096,CH4,1038.338658146965,inf,509.2112122728449,0.0,1038.338658146965
72097 CH4,eGon2035,72097,CH4,415.3354632587859,inf,203.36355828300586,0.0,415.3354632587859
72098 CH4,eGon2035,72098,CH4,1869.0095846645368,inf,913.3610897278855,0.0,1869.0095846645368
72099 CH4,eGon2035,72099,CH4,830.6709265175718,inf,406.86495579306285,0.0,830.6709265175718
72100 CH4,eGon2035,72100,CH4,2699.6805111821086,inf,1317.156103343154,0.0,2699.6805111821086
72101 CH4,eGon2035,72101,CH4,623.0031948881789,inf,304.89433125520253,0.0,623.0031948881789
72102 CH4,eGon2035,72102,CH4,3269458.939209341,inf,1362885.3618907786,0.0,3269458.939209341
72103 CH4,eGon2035,72103,CH4,12314055.280986223,inf,5099907.234185426,0.0,12314055.280986223
72104 CH4,eGon2035,72104,CH4,3738.0191693290735,inf,1818.1716788809888,0.0,3738.0191693290735
72105 CH4,eGon2035,72105,CH4,2916404.064257786,inf,1401514.1920186144,0.0,2916404.064257786
72106 CH4,eGon2035,72106,CH4,1453.6741214057506,inf,716.380546330397,0.0,1453.6741214057506
72107 CH4,eGon2035,72107,CH4,207.66773162939296,inf,101.36351041479287,0.0,207.66773162939296
72108 CH4,eGon2035,72108,CH4,1038.338658146965,inf,508.36036034603006,0.0,1038.338658146965
72109 CH4,eGon2035,72109,CH4,2284.3450479233225,inf,1114.6036635284431,0.0,2284.3450479233225
72110 CH4,eGon2035,72110,CH4,1453.6741214057506,inf,710.8768718408083,0.0,1453.6741214057506
72111 CH4,eGon2035,72111,CH4,207.66773162939296,inf,101.37128913463806,0.0,207.66773162939296
72112 CH4,eGon2035,72112,CH4,830.6709265175718,inf,406.85031767436715,0.0,830.6709265175718
72113 CH4,eGon2035,72113,CH4,623.0031948881789,inf,305.14247260326727,0.0,623.0031948881789
72127 H2_overground,eGon2035,72127,H2_overground,1.2734303586405136,inf,0.5382770449506789,44.88727243648892,1.2734303586405136
72128 H2_overground,eGon2035,72128,H2_overground,4.687835909114525,inf,2.250360391349901,44.88727243648892,4.687835909114525
72129 H2_overground,eGon2035,72129,H2_overground,4.093240558133209,inf,1.9664727417600276,44.88727243648892,4.093240558133209
72130 H2_overground,eGon2035,72130,H2_overground,13.652078190767334,inf,6.710164687363635,44.88727243648892,13.652078190767334
72131 H2_overground,eGon2035,72131,H2_overground,140.8038316084089,inf,4.089329502500957,44.88727243648892,140.8038316084089
72132 H2_overground,eGon2035,72132,H2_overground,108.22839903301542,inf,3.9606571206069185,44.88727243648892,108.22839903301542
72133 H2_overground,eGon2035,72133,H2_overground,13.886876777348755,inf,5.985648956146834,44.88727243648892,13.886876777348755
72134 H2_overground,eGon2035,72134,H2_overground,165.02386767865138,inf,3.8624317803532957,44.88727243648892,165.02386767865138
72135 H2_overground,eGon2035,72135,H2_overground,2.598960658898939,inf,1.3247552822552005,44.88727243648892,2.598960658898939
72136 H2_overground,eGon2035,72136,H2_overground,68.772362126575,inf,3.9005631753654972,44.88727243648892,68.772362126575
72137 H2_overground,eGon2035,72137,H2_overground,142.9954241311957,inf,4.704892333199521,44.88727243648892,142.9954241311957
72138 H2_overground,eGon2035,72138,H2_overground,98.90964610624887,inf,4.603648173490389,44.88727243648892,98.90964610624887
72139 H2_overground,eGon2035,72139,H2_overground,58.411297758428304,inf,1.8177246549096904,44.88727243648892,58.411297758428304
72140 H2_overground,eGon2035,72140,H2_overground,92.33466736773202,inf,1.8241285943088195,44.88727243648892,92.33466736773202
72141 H2_overground,eGon2035,72141,H2_overground,151.0066101960739,inf,3.3668404863995924,44.88727243648892,151.0066101960739
72142 H2_overground,eGon2035,72142,H2_overground,2.458612366451015,inf,1.2043245630994968,44.88727243648892,2.458612366451015
72143 H2_overground,eGon2035,72143,H2_overground,145.16459369633313,inf,3.149893263921063,44.88727243648892,145.16459369633313
72144 H2_overground,eGon2035,72144,H2_overground,2.871951029623533,inf,1.454863292142933,44.88727243648892,2.871951029623533
72145 H2_overground,eGon2035,72145,H2_overground,3.6122802683222135,inf,1.7664515631429656,44.88727243648892,3.6122802683222135
72146 H2_overground,eGon2035,72146,H2_overground,4.8740031455709305,inf,2.343730083132765,44.88727243648892,4.8740031455709305
72147 H2_overground,eGon2035,72147,H2_overground,29.203227226115544,inf,2.869343297879881,44.88727243648892,29.203227226115544
72148 H2_overground,eGon2035,72148,H2_overground,5.186505807919134,inf,2.635158510998892,44.88727243648892,5.186505807919134
72149 H2_overground,eGon2035,72149,H2_overground,57.23127134806483,inf,2.2849893438886975,44.88727243648892,57.23127134806483
72150 H2_overground,eGon2035,72150,H2_overground,37.46527106445537,inf,1.5799062993406912,44.88727243648892,37.46527106445537
72151 H2_overground,eGon2035,72151,H2_overground,3.0062474914736788,inf,1.4686405654484336,44.88727243648892,3.0062474914736788
72152 H2_overground,eGon2035,72152,H2_overground,233.0311058580094,inf,4.569739238599476,44.88727243648892,233.0311058580094
72153 H2_overground,eGon2035,72153,H2_overground,2.6703523901619546,inf,1.368149417525548,44.88727243648892,2.6703523901619546
72154 H2_overground,eGon2035,72154,H2_overground,55.64356048052565,inf,1.6227457500910354,44.88727243648892,55.64356048052565
72155 H2_overground,eGon2035,72155,H2_overground,5.267939869241583,inf,2.6693998131768697,44.88727243648892,5.267939869241583
72156 H2_overground,eGon2035,72156,H2_overground,74.53513822914584,inf,1.4115436454491581,44.88727243648892,74.53513822914584
72157 H2_overground,eGon2035,72157,H2_overground,48.866970332574354,inf,0.9922582500458934,44.88727243648892,48.866970332574354
72158 H2_overground,eGon2035,72158,H2_overground,2.716355851584213,inf,1.3989775509855753,44.88727243648892,2.716355851584213
72159 H2_overground,eGon2035,72159,H2_overground,272.0911186116632,inf,60.5802994049789,44.88727243648892,272.0911186116632
