name,scn_name,bus,carrier,p_nom,p_min_pu,p_max_pu,marginal_cost,efficiency,committable,start_up_cost,min_up_time,min_down_time,up_time_before,ramp_limit_start_up,ramp_limit_shut_down,e_nom_max,control,ramp_limit_up,weight,p_nom_opt
50645 load shedding,,50645,load shedding,88785.0,0.0,1.0,10000.002801035856,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50645 solar_thermal_collector,eGon2035,50645,solar_thermal_collector,1.267078288418634,0.0,1.0,0.002800954936032771,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.267078288418634,1.267078288418634
50690 load shedding,,50690,load shedding,88785.0,0.0,1.0,10000.005324149302,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50729 load shedding,,50729,load shedding,88785.0,0.0,1.0,10000.022900196504,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50729 solar_thermal_collector,eGon2035,50729,solar_thermal_collector,1.142268663304035,0.0,1.0,0.0018546653514669457,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.142268663304035,1.142268663304035
50734 load shedding,,50734,load shedding,88785.0,0.0,1.0,10000.004887898975,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50814 load shedding,,50814,load shedding,88785.0,0.0,1.0,10000.007236291382,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50826 load shedding,,50826,load shedding,88785.0,0.0,1.0,10000.004947826914,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50826 solar_thermal_collector,eGon2035,50826,solar_thermal_collector,3.1744881252473167,0.0,1.0,0.002078403975887614,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.1744881252473167,3.1744881252473167
50832 central_biomass_CHP_heat,eGon2035,50832,central_biomass_CHP_heat,1.143,0.0,1.0,0.011513548739661737,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.143,1.143
50832 load shedding,,50832,load shedding,88785.0,0.0,1.0,10000.00093783979,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
50832 solar_thermal_collector,eGon2035,50832,solar_thermal_collector,1.3365483585015454,0.0,1.0,0.003213993566537666,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.3365483585015454,1.3365483585015454
50849 load shedding,,50849,load shedding,88785.0,0.0,1.0,10000.006374328275,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50849 solar_thermal_collector,eGon2035,50849,solar_thermal_collector,35.723914424090424,0.0,1.0,0.006034379780140251,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,35.723914424090424,35.723914424090424
50858 load shedding,,50858,load shedding,88785.0,0.0,1.0,10000.012120658426,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50858 solar_thermal_collector,eGon2035,50858,solar_thermal_collector,0.47916324656825887,0.0,1.0,0.009011058101212659,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.47916324656825887,0.47916324656825887
50889 central_biomass_CHP_heat,eGon2035,50889,central_biomass_CHP_heat,0.088,0.0,1.0,0.004127614693990962,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.088,0.088
50889 load shedding,,50889,load shedding,88785.0,0.0,1.0,10000.009237083133,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
50889 solar_thermal_collector,eGon2035,50889,solar_thermal_collector,0.29423164199416013,0.0,1.0,0.009265252821832238,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.29423164199416013,0.29423164199416013
50892 load shedding,,50892,load shedding,88785.0,0.0,1.0,10000.00260638889,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50892 solar_thermal_collector,eGon2035,50892,solar_thermal_collector,24.19321023104574,0.0,1.0,0.020106270669800676,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,24.19321023104574,24.19321023104574
50895 load shedding,,50895,load shedding,88785.0,0.0,1.0,10000.001495611252,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50961 load shedding,,50961,load shedding,88785.0,0.0,1.0,10000.000673344553,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50961 solar_thermal_collector,eGon2035,50961,solar_thermal_collector,2.315953730853465,0.0,1.0,0.00976624918081337,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.315953730853465,2.315953730853465
50976 central_biomass_CHP_heat,eGon2035,50976,central_biomass_CHP_heat,2.7,0.0,1.0,0.005724668887378924,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.7,2.7
50976 load shedding,,50976,load shedding,88785.0,0.0,1.0,10000.009303601202,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
50976 solar_thermal_collector,eGon2035,50976,solar_thermal_collector,2.197812335256597,0.0,1.0,0.0017461975198524008,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.197812335256597,2.197812335256597
50980 load shedding,,50980,load shedding,88785.0,0.0,1.0,10000.011373308414,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
50981 central_biomass_CHP_heat,eGon2035,50981,central_biomass_CHP_heat,2.89,0.0,1.0,0.005393090303663771,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.89,2.89
50981 load shedding,,50981,load shedding,88785.0,0.0,1.0,10000.004404892046,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
50981 solar_thermal_collector,eGon2035,50981,solar_thermal_collector,1.0690896723566041,0.0,1.0,0.002948994915505901,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.0690896723566041,1.0690896723566041
50996 central_biomass_CHP_heat,eGon2035,50996,central_biomass_CHP_heat,102.0,0.0,1.0,0.02323997774174579,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,102.0,102.0
50996 load shedding,,50996,load shedding,88785.0,0.0,1.0,10000.005718403332,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51 biomass,eGon2035,4,biomass,1.6638822667590842,0.0,0.9999999999999998,42.10756191286086,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,1.6638822667590842,1.6638822667590842
51 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,31.392881297885147,0.0,1.0,42.11013866601021,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,31.392881297885147,31.392881297885147
51 load shedding,,4,load shedding,16070085.0,0.0,1.0,10000.008133539628,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,16070085.0,16070085.0
51 reservoir,eGon2035,4,reservoir,6.183163538161363,0.0,0.65,0.008689103635006348,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,6.183163538161363,6.183163538161363
51 run_of_river,eGon2035,4,run_of_river,4.399079282331093,0.0,0.65,0.008421555876788231,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,4.399079282331093,4.399079282331093
51 solar,eGon2035,4,solar,133.9279319936577,0.0,1.0,0.021208110640853137,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,133.9279319936577,133.9279319936577
51 solar_rooftop,eGon2035,4,solar_rooftop,1136.4965963827233,0.0,1.0,0.019282983810555532,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1136.4965963827233,1136.4965963827233
51 wind_onshore,eGon2035,4,wind_onshore,37.503961092437294,0.0,1.0000000000000002,1.3081209293889218,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,37.503961092437294,37.503961092437294
51011 load shedding,,51011,load shedding,88785.0,0.0,1.0,10000.008792367445,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51011 solar_thermal_collector,eGon2035,51011,solar_thermal_collector,24.339283138933784,0.0,1.0,0.0014807800143323041,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,24.339283138933784,24.339283138933784
51040 load shedding,,51040,load shedding,88785.0,0.0,1.0,10000.009633727512,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51040 solar_thermal_collector,eGon2035,51040,solar_thermal_collector,1.1310679519422189,0.0,1.0,0.0034508931136798832,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.1310679519422189,1.1310679519422189
51093 central_biomass_CHP_heat,eGon2035,51093,central_biomass_CHP_heat,0.207,0.0,1.0,0.002870089115968699,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.207,0.207
51093 load shedding,,51093,load shedding,88785.0,0.0,1.0,10000.014534762911,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51108 central_biomass_CHP_heat,eGon2035,51108,central_biomass_CHP_heat,0.207,0.0,1.0,0.006028518029168368,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.207,0.207
51108 load shedding,,51108,load shedding,88785.0,0.0,1.0,10000.011689970303,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51108 solar_thermal_collector,eGon2035,51108,solar_thermal_collector,11.554061527723606,0.0,1.0,0.011575224850739816,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,11.554061527723606,11.554061527723606
51117 load shedding,,51117,load shedding,88785.0,0.0,1.0,10000.021308343305,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51117 solar_thermal_collector,eGon2035,51117,solar_thermal_collector,34.028595145902486,0.0,1.0,0.009584353784646121,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,34.028595145902486,34.028595145902486
51123 load shedding,,51123,load shedding,88785.0,0.0,1.0,10000.00129244667,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51135 central_biomass_CHP_heat,eGon2035,51135,central_biomass_CHP_heat,1.92,0.0,1.0,0.004382081762708327,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.92,1.92
51135 load shedding,,51135,load shedding,88785.0,0.0,1.0,10000.011221537057,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51136 load shedding,,51136,load shedding,88785.0,0.0,1.0,10000.00575179847,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51150 load shedding,,51150,load shedding,88785.0,0.0,1.0,10000.009774224096,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51150 solar_thermal_collector,eGon2035,51150,solar_thermal_collector,2.3606692974721715,0.0,1.0,0.0012199690746950384,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.3606692974721715,2.3606692974721715
51170 central_biomass_CHP_heat,eGon2035,51170,central_biomass_CHP_heat,6.861,0.0,1.0,0.001815604105070743,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,6.861,6.861
51170 load shedding,,51170,load shedding,88785.0,0.0,1.0,10000.001385169711,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51271 load shedding,,51271,load shedding,88785.0,0.0,1.0,10000.006294517094,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51275 load shedding,,51275,load shedding,88785.0,0.0,1.0,10000.006848426765,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51275 solar_thermal_collector,eGon2035,51275,solar_thermal_collector,6.782901274228276,0.0,1.0,0.010263207387661684,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,6.782901274228276,6.782901274228276
51284 load shedding,,51284,load shedding,88785.0,0.0,1.0,10000.008184779277,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51286 load shedding,,51286,load shedding,88785.0,0.0,1.0,10000.000997209456,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51349 central_biomass_CHP_heat,eGon2035,51349,central_biomass_CHP_heat,0.55,0.0,1.0,0.021127174633389194,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.55,0.55
51349 load shedding,,51349,load shedding,88785.0,0.0,1.0,10000.004112850047,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51365 load shedding,,51365,load shedding,88785.0,0.0,1.0,10000.000832567888,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51384 load shedding,,51384,load shedding,88785.0,0.0,1.0,10000.008350820282,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51384 solar_thermal_collector,eGon2035,51384,solar_thermal_collector,0.674019497883137,0.0,1.0,0.020236932006525633,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.674019497883137,0.674019497883137
51387 load shedding,,51387,load shedding,88785.0,0.0,1.0,10000.01020616172,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51391 central_biomass_CHP_heat,eGon2035,51391,central_biomass_CHP_heat,1.541,0.0,1.0,0.0001732045162759708,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.541,1.541
51391 load shedding,,51391,load shedding,88785.0,0.0,1.0,10000.00065070481,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51403 central_biomass_CHP_heat,eGon2035,51403,central_biomass_CHP_heat,9.472000000000001,0.0,1.0,0.00290848743762239,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,9.472000000000001,9.472000000000001
51403 load shedding,,51403,load shedding,88785.0,0.0,1.0,10000.01427300846,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51405 load shedding,,51405,load shedding,88785.0,0.0,1.0,10000.008904834629,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51411 load shedding,,51411,load shedding,88785.0,0.0,1.0,10000.005491234626,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51415 central_biomass_CHP_heat,eGon2035,51415,central_biomass_CHP_heat,2.98,0.0,1.0,0.004752509270158107,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.98,2.98
51415 load shedding,,51415,load shedding,88785.0,0.0,1.0,10000.0153914408,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51451 central_biomass_CHP_heat,eGon2035,51451,central_biomass_CHP_heat,0.8039999999999999,0.0,1.0,0.017046996637294188,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.8039999999999999,0.8039999999999999
51451 load shedding,,51451,load shedding,88785.0,0.0,1.0,10000.005882318566,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51461 load shedding,,51461,load shedding,88785.0,0.0,1.0,10000.0003856265,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51463 load shedding,,51463,load shedding,88785.0,0.0,1.0,10000.00679162525,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51494 load shedding,,51494,load shedding,88785.0,0.0,1.0,10000.002444878615,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51494 solar_thermal_collector,eGon2035,51494,solar_thermal_collector,1.126489210682717,0.0,1.0,0.010522167223136442,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.126489210682717,1.126489210682717
51502 load shedding,,51502,load shedding,88785.0,0.0,1.0,10000.001376823302,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51535 central_biomass_CHP_heat,eGon2035,51535,central_biomass_CHP_heat,0.654,0.0,1.0,0.0030593860206955667,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.654,0.654
51535 load shedding,,51535,load shedding,88785.0,0.0,1.0,10000.002431033252,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51542 central_biomass_CHP_heat,eGon2035,51542,central_biomass_CHP_heat,3.532,0.0,1.0,0.007899713441688985,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,3.532,3.532
51542 load shedding,,51542,load shedding,88785.0,0.0,1.0,10000.00312610827,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51554 central_biomass_CHP_heat,eGon2035,51554,central_biomass_CHP_heat,1.748,0.0,1.0,0.00022307714620018593,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.748,1.748
51554 load shedding,,51554,load shedding,88785.0,0.0,1.0,10000.002819755457,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51581 load shedding,,51581,load shedding,88785.0,0.0,1.0,10000.004935198125,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51581 solar_thermal_collector,eGon2035,51581,solar_thermal_collector,0.17919383607214998,0.0,1.0,0.016024154803820544,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.17919383607214998,0.17919383607214998
51585 load shedding,,51585,load shedding,88785.0,0.0,1.0,10000.00193595102,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51591 load shedding,,51591,load shedding,88785.0,0.0,1.0,10000.008424652306,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51591 solar_thermal_collector,eGon2035,51591,solar_thermal_collector,1.5515679670224578,0.0,1.0,0.0005085699283831016,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.5515679670224578,1.5515679670224578
51602 load shedding,,51602,load shedding,88785.0,0.0,1.0,10000.000940773762,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51602 solar_thermal_collector,eGon2035,51602,solar_thermal_collector,1.6340454663145423,0.0,1.0,0.010647828594528687,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.6340454663145423,1.6340454663145423
51604 load shedding,,51604,load shedding,88785.0,0.0,1.0,10000.019560590523,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51655 central_biomass_CHP_heat,eGon2035,51655,central_biomass_CHP_heat,9.8,0.0,1.0,0.0041155796678484366,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,9.8,9.8
51655 geo_thermal,eGon2035,51655,geo_thermal,5.367628995430056,0.0,1.0,0.00734961301335962,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,5.367628995430056,5.367628995430056
51655 load shedding,,51655,load shedding,88785.0,0.0,1.0,10000.011433340263,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51688 load shedding,,51688,load shedding,88785.0,0.0,1.0,10000.003872696238,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51690 load shedding,,51690,load shedding,88785.0,0.0,1.0,10000.005329076292,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51709 central_biomass_CHP_heat,eGon2035,51709,central_biomass_CHP_heat,0.481,0.0,1.0,0.010472532591503545,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.481,0.481
51709 load shedding,,51709,load shedding,88785.0,0.0,1.0,10000.014424119623,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51718 load shedding,,51718,load shedding,88785.0,0.0,1.0,10000.000703645117,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51718 solar_thermal_collector,eGon2035,51718,solar_thermal_collector,28.77895249394351,0.0,1.0,0.008018364795073615,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,28.77895249394351,28.77895249394351
51719 load shedding,,51719,load shedding,88785.0,0.0,1.0,10000.009031965858,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51723 load shedding,,51723,load shedding,88785.0,0.0,1.0,10000.002601425467,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51723 solar_thermal_collector,eGon2035,51723,solar_thermal_collector,0.07089528624079464,0.0,1.0,0.02790787946081285,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.07089528624079464,0.07089528624079464
51724 load shedding,,51724,load shedding,88785.0,0.0,1.0,10000.004304954706,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51724 solar_thermal_collector,eGon2035,51724,solar_thermal_collector,2.607718859679311,0.0,1.0,0.006917934406482327,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.607718859679311,2.607718859679311
51725 central_biomass_CHP_heat,eGon2035,51725,central_biomass_CHP_heat,0.47,0.0,1.0,0.0012970511956334526,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.47,0.47
51725 load shedding,,51725,load shedding,88785.0,0.0,1.0,10000.01310750406,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51728 load shedding,,51728,load shedding,88785.0,0.0,1.0,10000.002630272947,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51755 central_biomass_CHP_heat,eGon2035,51755,central_biomass_CHP_heat,2.8,0.0,1.0,0.006623107424143904,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.8,2.8
51755 load shedding,,51755,load shedding,88785.0,0.0,1.0,10000.00558858824,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51755 solar_thermal_collector,eGon2035,51755,solar_thermal_collector,6.19531235615906,0.0,1.0,0.013921267679113234,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,6.19531235615906,6.19531235615906
51757 central_biomass_CHP_heat,eGon2035,51757,central_biomass_CHP_heat,0.082,0.0,1.0,0.005376126696046522,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.082,0.082
51757 load shedding,,51757,load shedding,88785.0,0.0,1.0,10000.001380326643,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51758 central_biomass_CHP_heat,eGon2035,51758,central_biomass_CHP_heat,2.305,0.0,1.0,0.0025069526272388926,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.305,2.305
51758 load shedding,,51758,load shedding,88785.0,0.0,1.0,10000.019086113398,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51777 load shedding,,51777,load shedding,88785.0,0.0,1.0,10000.002503197358,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51777 solar_thermal_collector,eGon2035,51777,solar_thermal_collector,2.631884188839671,0.0,1.0,0.008465882344267935,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.631884188839671,2.631884188839671
51820 central_biomass_CHP_heat,eGon2035,51820,central_biomass_CHP_heat,0.53,0.0,1.0,0.021365340286078095,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.53,0.53
51820 load shedding,,51820,load shedding,88785.0,0.0,1.0,10000.012903641382,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51825 geo_thermal,eGon2035,51825,geo_thermal,166.07585420665976,0.0,1.0,0.015017721247888806,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,166.07585420665976,166.07585420665976
51825 load shedding,,51825,load shedding,88785.0,0.0,1.0,10000.000148964331,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51875 central_biomass_CHP_heat,eGon2035,51875,central_biomass_CHP_heat,2.595,0.0,1.0,0.003688774888129966,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.595,2.595
51875 load shedding,,51875,load shedding,88785.0,0.0,1.0,10000.012148894222,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51889 central_biomass_CHP_heat,eGon2035,51889,central_biomass_CHP_heat,2.43,0.0,1.0,0.003490313910179299,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.43,2.43
51889 load shedding,,51889,load shedding,88785.0,0.0,1.0,10000.021742107465,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51889 solar_thermal_collector,eGon2035,51889,solar_thermal_collector,21.954789566612938,0.0,1.0,0.0017078025307045055,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,21.954789566612938,21.954789566612938
51908 central_biomass_CHP_heat,eGon2035,51908,central_biomass_CHP_heat,2.67,0.0,1.0,0.002660545214546302,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.67,2.67
51908 load shedding,,51908,load shedding,88785.0,0.0,1.0,10000.017244498,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51910 load shedding,,51910,load shedding,88785.0,0.0,1.0,10000.007667098087,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51918 central_biomass_CHP_heat,eGon2035,51918,central_biomass_CHP_heat,3.1790000000000003,0.0,1.0,0.003798589405884017,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,3.1790000000000003,3.1790000000000003
51918 load shedding,,51918,load shedding,88785.0,0.0,1.0,10000.002667866873,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51918 solar_thermal_collector,eGon2035,51918,solar_thermal_collector,16.52601804554044,0.0,1.0,0.007437985863405959,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,16.52601804554044,16.52601804554044
51920 load shedding,,51920,load shedding,88785.0,0.0,1.0,10000.006412559558,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51933 central_biomass_CHP_heat,eGon2035,51933,central_biomass_CHP_heat,1.542,0.0,1.0,0.01066413132888891,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.542,1.542
51933 geo_thermal,eGon2035,51933,geo_thermal,27.93222902832363,0.0,1.0,0.004110297646967108,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,27.93222902832363,27.93222902832363
51933 load shedding,,51933,load shedding,88785.0,0.0,1.0,10000.00313769202,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51941 central_biomass_CHP_heat,eGon2035,51941,central_biomass_CHP_heat,0.425,0.0,1.0,0.009142645833701476,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.425,0.425
51941 load shedding,,51941,load shedding,88785.0,0.0,1.0,10000.004086042984,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
51949 load shedding,,51949,load shedding,88785.0,0.0,1.0,10000.000387566379,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
51949 solar_thermal_collector,eGon2035,51949,solar_thermal_collector,0.9241257484463595,0.0,1.0,0.0036144059068568477,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.9241257484463595,0.9241257484463595
51954 load shedding,,51954,load shedding,88785.0,0.0,1.0,10000.001955011478,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
52 biomass,eGon2035,4,biomass,15.971971177624493,0.0,1.0,42.110459391903014,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,15.971971177624493,15.971971177624493
52 central_biomass_CHP,eGon2035,4,central_biomass_CHP,2.8144418152960675,0.0,1.0,42.10437049631415,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2.8144418152960675,2.8144418152960675
