name,scn_name,bus,carrier,p_nom,p_min_pu,p_max_pu,marginal_cost,efficiency,committable,start_up_cost,min_up_time,min_down_time,up_time_before,ramp_limit_start_up,ramp_limit_shut_down,e_nom_max,control,ramp_limit_up,weight,p_nom_opt
72431 solar_thermal_collector,eGon2035,72431,solar_thermal_collector,12.455019711888724,0.0,1.0,0.006274226093854672,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,12.455019711888724,12.455019711888724
72432 central_biomass_CHP_heat,eGon2035,72432,central_biomass_CHP_heat,2.334,0.0,1.0,0.01283257278619445,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.334,2.334
72432 load shedding,,72432,load shedding,355140.0,0.0,1.0,10000.006821733105,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72432 solar_thermal_collector,eGon2035,72432,solar_thermal_collector,4.938124891273738,0.0,1.0,0.009144439149416279,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,4.938124891273738,4.938124891273738
72433 central_biomass_CHP_heat,eGon2035,72433,central_biomass_CHP_heat,1.521,0.0,1.0,0.013493144530665102,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.521,1.521
72433 load shedding,,72433,load shedding,532710.0,0.0,1.0,10000.004133828434,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72434 load shedding,,72434,load shedding,177570.0,0.0,1.0,10000.006418124853,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72434 solar_thermal_collector,eGon2035,72434,solar_thermal_collector,2.265955544276602,0.0,1.0000000000000002,0.00205356209712892,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.265955544276602,2.265955544276602
72435 load shedding,,72435,load shedding,266355.0,0.0,1.0,10000.00998443286,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,266355.0,266355.0
72435 solar_thermal_collector,eGon2035,72435,solar_thermal_collector,0.13872074131591788,0.0,1.0,0.013245908471499548,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.13872074131591788,0.13872074131591788
72440 load shedding,,72440,load shedding,177570.0,0.0,1.0,10000.006524902758,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72442 central_biomass_CHP_heat,eGon2035,72442,central_biomass_CHP_heat,1.197,0.0,1.0,0.008496574393296052,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.197,1.197
72442 load shedding,,72442,load shedding,532710.0,0.0,1.0,10000.00945497725,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72443 central_biomass_CHP_heat,eGon2035,72443,central_biomass_CHP_heat,1.3,0.0,1.0,0.0009155363244640115,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.3,1.3
72443 load shedding,,72443,load shedding,266355.0,0.0,1.0,10000.009479809985,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72443 solar_thermal_collector,eGon2035,72443,solar_thermal_collector,2.8029185407698924,0.0,1.0,4.427293643695686e-05,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.8029185407698924,2.8029185407698924
72444 central_biomass_CHP_heat,eGon2035,72444,central_biomass_CHP_heat,16.5,0.0,1.0,0.0052924602598919115,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,16.5,16.5
72444 load shedding,,72444,load shedding,266355.0,0.0,1.0,10000.001232440625,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72444 solar_thermal_collector,eGon2035,72444,solar_thermal_collector,3.6073121035473106,0.0,1.0,0.012491845580547358,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.6073121035473106,3.6073121035473106
72449 load shedding,,72449,load shedding,355140.0,0.0,1.0,10000.009586155818,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,355140.0,355140.0
72449 solar_thermal_collector,eGon2035,72449,solar_thermal_collector,4.762691206881252,0.0,1.0,0.007141148812811554,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,4.762691206881252,4.762691206881252
72450 load shedding,,72450,load shedding,177570.0,0.0,1.0,10000.00605763497,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72450 solar_thermal_collector,eGon2035,72450,solar_thermal_collector,3.468124807967754,0.0,1.0,0.0057663541077216,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.468124807967754,3.468124807967754
72451 central_biomass_CHP_heat,eGon2035,72451,central_biomass_CHP_heat,389.28290000000004,0.0,0.9999999999999999,0.00753836943393705,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,389.28290000000004,389.28290000000004
72451 load shedding,,72451,load shedding,1242990.0,0.0,1.0,10000.007828677346,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1242990.0,1242990.0
72451 solar_thermal_collector,eGon2035,72451,solar_thermal_collector,3.3822833349718917,0.0,1.0,0.012056238477687282,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.3822833349718917,3.3822833349718917
72452 central_biomass_CHP_heat,eGon2035,72452,central_biomass_CHP_heat,134.177,0.0,1.0,0.008214566938488552,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,134.177,134.177
72452 load shedding,,72452,load shedding,2752335.0,0.0,1.0,10000.00732316531,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2752335.0,2752335.0
72452 solar_thermal_collector,eGon2035,72452,solar_thermal_collector,69.44177620671313,0.0,1.0,0.0066909948616352966,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,69.44177620671313,69.44177620671313
72453 central_biomass_CHP_heat,eGon2035,72453,central_biomass_CHP_heat,0.57,0.0,1.0,0.005268102239211306,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.57,0.57
72453 load shedding,,72453,load shedding,266355.0,0.0,1.0,10000.005480930633,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72453 solar_thermal_collector,eGon2035,72453,solar_thermal_collector,0.4092441066137086,0.0,0.9999999999999999,0.006039754828719532,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.4092441066137086,0.4092441066137086
72454 central_biomass_CHP_heat,eGon2035,72454,central_biomass_CHP_heat,10.475,0.0,1.0,0.008010662359469805,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,10.475,10.475
72454 load shedding,,72454,load shedding,443925.0,0.0,1.0,10000.008661033704,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72458 load shedding,,72458,load shedding,443925.0,0.0,1.0,10000.003190115824,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,443925.0,443925.0
72458 solar_thermal_collector,eGon2035,72458,solar_thermal_collector,20.11785953184435,0.0,1.0,0.007492930874424412,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,20.11785953184435,20.11785953184435
72459 central_biomass_CHP_heat,eGon2035,72459,central_biomass_CHP_heat,2.026,0.0,1.0,0.004292054188469802,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.026,2.026
72459 load shedding,,72459,load shedding,887850.0,0.0,1.0,10000.008146871438,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,887850.0,887850.0
72459 solar_thermal_collector,eGon2035,72459,solar_thermal_collector,8.117124532342707,0.0,1.0,0.007526532631522795,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,8.117124532342707,8.117124532342707
72461 central_biomass_CHP_heat,eGon2035,72461,central_biomass_CHP_heat,7.140000000000001,0.0,1.0,0.005978227925072199,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,7.140000000000001,7.140000000000001
72461 load shedding,,72461,load shedding,887850.0,0.0,1.0,10000.008711810186,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,887850.0,887850.0
72461 solar_thermal_collector,eGon2035,72461,solar_thermal_collector,12.271411311447524,0.0,1.0,0.007580073934380701,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,12.271411311447524,12.271411311447524
72463 central_biomass_CHP_heat,eGon2035,72463,central_biomass_CHP_heat,1.037,0.0,1.0,0.0035324753347511333,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.037,1.037
72463 load shedding,,72463,load shedding,532710.0,0.0,1.0,10000.008857137647,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72463 solar_thermal_collector,eGon2035,72463,solar_thermal_collector,2.0251679645167036,0.0,1.0,0.004231157864471051,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,2.0251679645167036,2.0251679645167036
72464 load shedding,,72464,load shedding,266355.0,0.0,1.0,10000.011459221383,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,266355.0,266355.0
72465 central_biomass_CHP_heat,eGon2035,72465,central_biomass_CHP_heat,2.033,0.0,1.0,0.0015207227859891789,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.033,2.033
72465 load shedding,,72465,load shedding,532710.0,0.0,1.0,10000.006584192655,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72465 solar_thermal_collector,eGon2035,72465,solar_thermal_collector,0.21994803895166531,0.0,1.0,0.0028231502057353293,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.21994803895166531,0.21994803895166531
72466 central_biomass_CHP_heat,eGon2035,72466,central_biomass_CHP_heat,5.097999999999999,0.0,1.0000000000000002,0.005026236480975795,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,Slack,,5.097999999999999,5.097999999999999
72466 geo_thermal,eGon2035,72466,geo_thermal,6.729762477350618,0.0,1.0,0.012785642584454231,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,6.729762477350618,6.729762477350618
72466 load shedding,,72466,load shedding,1154205.0,0.0,1.0,10000.008075634642,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1154205.0,1154205.0
72466 solar_thermal_collector,eGon2035,72466,solar_thermal_collector,72.93219762914698,0.0,1.0,0.007118037062847908,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,72.93219762914698,72.93219762914698
72468 central_biomass_CHP_heat,eGon2035,72468,central_biomass_CHP_heat,0.451,0.0,1.0,0.012150244604112154,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.451,0.451
72468 load shedding,,72468,load shedding,621495.0,0.0,1.0,10000.010336059378,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,621495.0,621495.0
72468 solar_thermal_collector,eGon2035,72468,solar_thermal_collector,3.5942565381453937,0.0,1.0,0.013440257957866701,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.5942565381453937,3.5942565381453937
72470 central_biomass_CHP_heat,eGon2035,72470,central_biomass_CHP_heat,3.0989999999999998,0.0,1.0,0.0017428838009001866,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,3.0989999999999998,3.0989999999999998
72470 load shedding,,72470,load shedding,532710.0,0.0,1.0,10000.012378043246,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72470 solar_thermal_collector,eGon2035,72470,solar_thermal_collector,3.8379572042676737,0.0,1.0,0.006628328489648123,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.8379572042676737,3.8379572042676737
72472 central_biomass_CHP_heat,eGon2035,72472,central_biomass_CHP_heat,0.861,0.0,1.0,0.00029445522523619737,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.861,0.861
72472 load shedding,,72472,load shedding,355140.0,0.0,1.0,10000.001903478591,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72473 central_biomass_CHP_heat,eGon2035,72473,central_biomass_CHP_heat,16.795,0.0,0.9999999999999999,0.007962999574148914,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,16.795,16.795
72473 load shedding,,72473,load shedding,1598130.0,0.0,1.0,10000.008315126432,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1598130.0,1598130.0
72473 solar_thermal_collector,eGon2035,72473,solar_thermal_collector,29.31262460778794,0.0,1.0,0.007280980782216444,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,29.31262460778794,29.31262460778794
72476 central_biomass_CHP_heat,eGon2035,72476,central_biomass_CHP_heat,8.588000000000001,0.0,0.9999999999999999,0.005348510759582879,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,8.588000000000001,8.588000000000001
72476 load shedding,,72476,load shedding,799065.0,0.0,1.0,10000.006928484034,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,799065.0,799065.0
72476 solar_thermal_collector,eGon2035,72476,solar_thermal_collector,31.641643015900886,0.0,0.9999999999999999,0.01145000884754954,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PQ,,31.641643015900886,31.641643015900886
72478 central_biomass_CHP_heat,eGon2035,72478,central_biomass_CHP_heat,4.643,0.0,1.0,0.0027807382636864174,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,4.643,4.643
72478 load shedding,,72478,load shedding,710280.0,0.0,1.0,10000.013145799785,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,710280.0,710280.0
72478 solar_thermal_collector,eGon2035,72478,solar_thermal_collector,1.6229867492982588,0.0,1.0,0.010661632531484411,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.6229867492982588,1.6229867492982588
72481 central_biomass_CHP_heat,eGon2035,72481,central_biomass_CHP_heat,164.072,0.0,0.9999999999999999,0.010526048549334753,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,164.072,164.072
72481 load shedding,,72481,load shedding,1420560.0,0.0,1.0,10000.004513741898,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1420560.0,1420560.0
72481 solar_thermal_collector,eGon2035,72481,solar_thermal_collector,69.45692390722888,0.0,0.9999999999999998,0.0056832244154349015,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PQ,,69.45692390722888,69.45692390722888
72482 central_biomass_CHP_heat,eGon2035,72482,central_biomass_CHP_heat,2.104,0.0,1.0,0.0076943237136334035,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.104,2.104
72482 load shedding,,72482,load shedding,177570.0,0.0,1.0,10000.013751448256,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72483 central_biomass_CHP_heat,eGon2035,72483,central_biomass_CHP_heat,67.161,0.0,1.0000000000000002,0.002842590311210568,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,Slack,,67.161,67.161
72483 load shedding,,72483,load shedding,177570.0,0.0,1.0,10000.011834775036,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72483 solar_thermal_collector,eGon2035,72483,solar_thermal_collector,5.78647990423788,0.0,1.0,0.00017863221853873517,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,5.78647990423788,5.78647990423788
72484 central_biomass_CHP_heat,eGon2035,72484,central_biomass_CHP_heat,4.011,0.0,1.0,0.014316310144842217,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,4.011,4.011
72484 load shedding,,72484,load shedding,443925.0,0.0,1.0,10000.006267692732,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72484 solar_thermal_collector,eGon2035,72484,solar_thermal_collector,56.101496923019084,0.0,1.0,0.003667941994469888,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,56.101496923019084,56.101496923019084
72485 load shedding,,72485,load shedding,177570.0,0.0,1.0,10000.005470945118,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72485 solar_thermal_collector,eGon2035,72485,solar_thermal_collector,3.2948645940915595,0.0,1.0,0.0014773585106017725,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,3.2948645940915595,3.2948645940915595
72486 central_biomass_CHP_heat,eGon2035,72486,central_biomass_CHP_heat,4393.531,0.0,1.0,0.006880672496611426,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,4393.531,4393.531
72486 load shedding,,72486,load shedding,1154205.0,0.0,1.0,10000.007480409333,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1154205.0,1154205.0
72486 solar_thermal_collector,eGon2035,72486,solar_thermal_collector,8.118363241305628,0.0,0.9999999999999999,0.006174630740628162,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PQ,,8.118363241305628,8.118363241305628
72488 central_biomass_CHP_heat,eGon2035,72488,central_biomass_CHP_heat,15.896,0.0,1.0,0.004480207078918598,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,15.896,15.896
72488 load shedding,,72488,load shedding,1242990.0,0.0,1.0,10000.006705329277,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1242990.0,1242990.0
72488 solar_thermal_collector,eGon2035,72488,solar_thermal_collector,152.09866660559658,0.0,1.0000000000000002,0.006252740483951456,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PQ,,152.09866660559658,152.09866660559658
72489 central_biomass_CHP_heat,eGon2035,72489,central_biomass_CHP_heat,1.68,0.0,1.0,0.0177437641154321,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.68,1.68
72489 load shedding,,72489,load shedding,266355.0,0.0,1.0,10000.003404726276,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72490 central_biomass_CHP_heat,eGon2035,72490,central_biomass_CHP_heat,11.713,0.0,1.0,0.01216567900475183,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,11.713,11.713
72490 load shedding,,72490,load shedding,355140.0,0.0,1.0,10000.00656552142,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72490 solar_thermal_collector,eGon2035,72490,solar_thermal_collector,1.5175707655202406,0.0,1.0,0.008995271978082732,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.5175707655202406,1.5175707655202406
72491 central_biomass_CHP_heat,eGon2035,72491,central_biomass_CHP_heat,1.753,0.0,1.0,0.005208316561416652,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.753,1.753
72491 load shedding,,72491,load shedding,266355.0,0.0,1.0,10000.014623088186,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72491 solar_thermal_collector,eGon2035,72491,solar_thermal_collector,1.3903794014991528,0.0,1.0,0.00876127928432924,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.3903794014991528,1.3903794014991528
72494 load shedding,,72494,load shedding,355140.0,0.0,1.0,10000.009207531046,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,355140.0,355140.0
72494 solar_thermal_collector,eGon2035,72494,solar_thermal_collector,1.911545921311552,0.0,1.0,0.01695854599886657,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.911545921311552,1.911545921311552
72495 central_biomass_CHP_heat,eGon2035,72495,central_biomass_CHP_heat,4.894,0.0,1.0,0.006833775956545145,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,4.894,4.894
72495 load shedding,,72495,load shedding,1864485.0,0.0,1.0,10000.00857308764,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1864485.0,1864485.0
72495 solar_thermal_collector,eGon2035,72495,solar_thermal_collector,28.724665428759167,0.0,0.9999999999999999,0.006583302105187048,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PQ,,28.724665428759167,28.724665428759167
72503 load shedding,,72503,load shedding,177570.0,0.0,1.0,10000.008049820815,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72504 central_biomass_CHP_heat,eGon2035,72504,central_biomass_CHP_heat,2.393,0.0,1.0,0.009478342518949008,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.393,2.393
72504 load shedding,,72504,load shedding,443925.0,0.0,1.0,10000.009671572672,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72504 solar_thermal_collector,eGon2035,72504,solar_thermal_collector,1.2880604134934364,0.0,1.0,0.005596863941042253,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.2880604134934364,1.2880604134934364
72505 central_biomass_CHP_heat,eGon2035,72505,central_biomass_CHP_heat,6.335999999999999,0.0,1.0,0.003711762683957194,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,6.335999999999999,6.335999999999999
72505 load shedding,,72505,load shedding,355140.0,0.0,1.0,10000.005404280708,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72505 solar_thermal_collector,eGon2035,72505,solar_thermal_collector,23.51339535069577,0.0,1.0,0.004767457606201044,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,23.51339535069577,23.51339535069577
72506 load shedding,,72506,load shedding,177570.0,0.0,1.0,10000.005685764132,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72510 central_biomass_CHP_heat,eGon2035,72510,central_biomass_CHP_heat,7.423,0.0,1.0,0.00620773876135147,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,7.423,7.423
72510 load shedding,,72510,load shedding,266355.0,0.0,1.0,10000.004298374733,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72510 solar_thermal_collector,eGon2035,72510,solar_thermal_collector,47.89318302377298,0.0,1.0,0.0034194626679278986,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,47.89318302377298,47.89318302377298
72512 central_biomass_CHP_heat,eGon2035,72512,central_biomass_CHP_heat,2.8890000000000002,0.0,1.0,0.010227672791879817,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.8890000000000002,2.8890000000000002
72512 geo_thermal,eGon2035,72512,geo_thermal,10.44693829880064,0.0,1.0,0.017860129565594025,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,10.44693829880064,10.44693829880064
72512 load shedding,,72512,load shedding,355140.0,0.0,1.0,10000.007087438586,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72512 solar_thermal_collector,eGon2035,72512,solar_thermal_collector,9.086657478824474,0.0,1.0,0.014191316436942459,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,9.086657478824474,9.086657478824474
72513 central_biomass_CHP_heat,eGon2035,72513,central_biomass_CHP_heat,2.464,0.0,1.0,0.0034694644582552517,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,2.464,2.464
72513 load shedding,,72513,load shedding,443925.0,0.0,1.0,10000.007871616035,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72513 solar_thermal_collector,eGon2035,72513,solar_thermal_collector,0.7536064964692947,0.0,1.0,0.0022565214370988845,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,0.7536064964692947,0.7536064964692947
72514 central_biomass_CHP_heat,eGon2035,72514,central_biomass_CHP_heat,1.404,0.0,1.0,0.007078699739663504,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.404,1.404
72514 load shedding,,72514,load shedding,976635.0,0.0,1.0,10000.006746337054,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,976635.0,976635.0
72514 solar_thermal_collector,eGon2035,72514,solar_thermal_collector,27.93847614399543,0.0,1.0,0.006841527093315338,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,27.93847614399543,27.93847614399543
72515 central_biomass_CHP_heat,eGon2035,72515,central_biomass_CHP_heat,15.18,0.0,1.0,0.00361691110475428,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,15.18,15.18
72515 geo_thermal,eGon2035,72515,geo_thermal,4.619110577767425,0.0,1.0,0.0076816406176103795,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,4.619110577767425,4.619110577767425
72515 load shedding,,72515,load shedding,887850.0,0.0,1.0,10000.007675481771,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,887850.0,887850.0
72515 solar_thermal_collector,eGon2035,72515,solar_thermal_collector,25.322268756533173,0.0,1.0,0.010174351534148356,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,25.322268756533173,25.322268756533173
72516 load shedding,,72516,load shedding,887850.0,0.0,1.0,10000.009693099817,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,887850.0,887850.0
72516 solar_thermal_collector,eGon2035,72516,solar_thermal_collector,35.42944332288382,0.0,1.0,0.008613351108609313,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,35.42944332288382,35.42944332288382
72517 central_biomass_CHP_heat,eGon2035,72517,central_biomass_CHP_heat,4.925,0.0,1.0,0.014893621423902091,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,4.925,4.925
72517 load shedding,,72517,load shedding,355140.0,0.0,1.0,10000.011762605052,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72517 solar_thermal_collector,eGon2035,72517,solar_thermal_collector,22.452467435012675,0.0,1.0,0.004524393249712739,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,22.452467435012675,22.452467435012675
72518 load shedding,,72518,load shedding,266355.0,0.0,1.0,10000.007652416118,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,266355.0,266355.0
72519 central_biomass_CHP_heat,eGon2035,72519,central_biomass_CHP_heat,4.586,0.0,1.0,0.0051758462323199935,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,4.586,4.586
72519 load shedding,,72519,load shedding,177570.0,0.0,1.0,10000.011095890295,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72522 load shedding,,72522,load shedding,266355.0,0.0,1.0,10000.008265196657,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,266355.0,266355.0
72522 solar_thermal_collector,eGon2035,72522,solar_thermal_collector,13.288140717515944,0.0,1.0,0.0029308733678459443,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,13.288140717515944,13.288140717515944
72523 central_biomass_CHP_heat,eGon2035,72523,central_biomass_CHP_heat,0.291,0.0,1.0,0.01758780299467281,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.291,0.291
72523 load shedding,,72523,load shedding,177570.0,0.0,1.0,10000.009470894094,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72523 solar_thermal_collector,eGon2035,72523,solar_thermal_collector,1.3272903823852213,0.0,1.0,0.010547007196131917,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,1.3272903823852213,1.3272903823852213
72524 central_biomass_CHP_heat,eGon2035,72524,central_biomass_CHP_heat,0.29,0.0,1.0,0.004789286904255889,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.29,0.29
72524 load shedding,,72524,load shedding,355140.0,0.0,1.0,10000.009674329647,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72524 solar_thermal_collector,eGon2035,72524,solar_thermal_collector,34.828323085576784,0.0,1.0,0.0011061243092372552,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,34.828323085576784,34.828323085576784
72525 central_biomass_CHP_heat,eGon2035,72525,central_biomass_CHP_heat,0.7709999999999999,0.0,1.0,0.010636081191753011,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,0.7709999999999999,0.7709999999999999
